trust_code,site_code,year,trust_name,trust_type,site_name,site_type,area_occupied_m2,volume_heated_m3,area_patient_m2,area_nonpatient_m2,consumed_gas_kwh,consumed_oil_kwh,consumed_coal_kwh,consumed_electricity_green_kwh,consumed_fuel_green_kwh,water_total_m3,waste_incineration_tonnes,waste_alternative_tonnes,waste_landfill_tonnes,waste_eee_tonnes,waste_recycling_tonnes,consumed_electricity_total_kwh,produced_electricity_green_kwh,waste_onsite_tonnes,waste_total_tonnes,occupied_area_m2,waste_total_index,waste_recycling_index,electricity_index,gas_index_vol,electricity_green_index
RT1,RT115,2011-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,IDA DARWIN HOSPITAL,SPECIALIST ACUTE HOSPITAL,12223.0,30558.0,6406.0,6257.0,5619901.0,0.0,0.0,0.0,0.0,14954.0,3.88,0.0,18.26,1.5,14.833800000000002,1730807.0,,,36.973800000000004,12663.0,0.0029198294243070366,0.0011714285714285715,136.68222380162678,183.9093199816742,0.0
RT1,RT115,2012-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,IDA DARWIN HOSPITAL,SPECIALIST ACUTE HOSPITAL,12223.0,30558.0,6406.0,6257.0,5360403.0,0.0,0.0,0.0,0.0,13357.0,2.39,0.0,27.15,7.46,25.0,1714761.0,,,54.54,12663.0,0.0043070362473347544,0.0019742557055989892,135.41506751954512,175.41733752208916,0.0
RT1,RT115,2013-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,IDA DARWIN HOSPITAL,SPECIALIST ACUTE HOSPITAL,12223.0,30558.0,6406.0,6257.0,5932939.0,0.0,0.0,0.0,0.0,11192.0,19.64,0.0,32.46,4.23,46.57,1281421.0,,,98.67,12663.0,0.007791992418858091,0.003677643528389797,101.19410882097449,194.15338045683617,0.0
RT1,RT115,2014-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,IDA DARWIN HOSPITAL,SPECIALIST ACUTE HOSPITAL,9582.0,23476.0,7051.0,2531.0,6054964.0,0.0,0.0,0.0,0.0,8893.0,2.31,0.0,28.83,8.49,52.03,1233533.0,,,83.17,9582.0,0.008679816322270925,0.005429972865790023,128.7343978292632,257.9214516953484,0.0
RT1,RT115,2015-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,IDA DARWIN HOSPITAL,SPECIALIST ACUTE HOSPITAL,9582.0,23476.0,7051.0,2531.0,3056320.0,0.0,0.0,0.0,0.0,11512.0,2.3,0.0,32.03,2.44,54.35,1139253.0,,,88.68,9582.0,0.009254852849092048,0.005672093508662075,118.89511584220413,130.1891293235645,0.0
RT1,RT115,2016-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,IDA DARWIN HOSPITAL,MENTAL HEALTH,9582.0,23476.0,7051.0,2531.0,4876242.0,0.0,0.0,0.0,0.0,9511.0,1.63,0.0,28.145000000000003,,56.405,1064288.0,,,86.18,9582.0,0.0089939469839282,0.005886558129826759,111.07159256940096,207.71179076503662,0.0
RT1,RT115,2017-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,IDA DARWIN HOSPITAL,MENTAL HEALTH,9225.0,22141.0,5292.0,3933.0,4214344.0,0.0,0.0,0.0,0.0,8181.0,0.96,0.0,24.26,,58.46,881339.0,,,83.68,9225.0,0.009071002710027101,0.006337127371273713,95.53810298102981,190.3411770019421,0.0
RT1,RT115,2018-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,IDA DARWIN HOSPITAL,MENTAL HEALTH,6293.0,16362.0,2752.0,3541.0,3953686.0,0.0,0.0,0.0,0.0,10963.0,1.5,0.0,27.05,,47.12,777508.0,0.0,,75.67,6293.0,0.012024471635150167,0.007487684729064039,123.55124741776577,241.63830827527198,0.0
RT1,RT115,2019-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,IDA DARWIN HOSPITAL,MENTAL HEALTH,3477.0,9039.0,2752.0,725.0,1381459.0,0.0,0.0,0.0,0.0,5410.0,4.67,0.27,30.84,3.51,42.49,734568.0,0.0,,78.27000000000001,3477.0,0.022510785159620364,0.012220304860511936,211.2648835202761,152.83316738577275,0.0
RT1,RT115,2020-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,IDA DARWIN HOSPITAL,MENTAL HEALTH,3475.0,9039.0,2752.0,723.0,1319417.0,0.0,0.0,0.0,0.0,907.0,4.9,0.29,13.32,,28.78,404227.0,0.0,,47.290000000000006,3475.0,0.01360863309352518,0.008282014388489209,116.32431654676259,145.9693550171479,0.0
RT1,RT115,2021-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,IDA DARWIN HOSPITAL,MENTAL HEALTH,3475.0,9039.0,2752.0,723.0,1127572.0,0.0,0.0,0.0,0.0,8641.0,0.34,1.14,11.6,,22.8,322448.0,0.0,,35.88,3475.0,0.010325179856115108,0.0065611510791366906,92.79079136690648,124.74521517867021,0.0
RT1,RT11A,2016-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,BROOKFIELDS HOSPITAL,COMMUNITY HOSPITAL,2088.0,5220.0,2088.0,0.0,682672.0,,,0.0,,,2.91,0.0,6.76,,6.39,180739.0,,,16.06,2088.0,0.007691570881226053,0.0030603448275862066,86.56082375478927,130.7800766283525,0.0
RT1,RT11A,2017-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,BROOKFIELDS HOSPITAL,COMMUNITY HOSPITAL,2424.0,6301.0,2133.0,291.0,682672.0,0.0,0.0,0.0,0.0,2803.0,2.91,0.0,6.76,,6.39,180739.0,,,16.06,2424.0,0.006625412541254125,0.002636138613861386,74.56229372937294,108.34343754959531,0.0
RT1,RT11A,2018-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,BROOKFIELDS HOSPITAL,COMMUNITY HOSPITAL,2583.0,6715.0,2292.0,291.0,536925.0,0.0,0.0,0.0,0.0,1491.0,3.08,0.0,6.62,,8.42,170731.0,0.0,,18.119999999999997,2583.0,0.007015098722415795,0.003259775454897406,66.09794812233837,79.95904690990321,0.0
RT1,RT11A,2019-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,BROOKFIELDS HOSPITAL,COMMUNITY HOSPITAL,2583.0,6715.0,2292.0,291.0,540924.0,0.0,0.0,0.0,0.0,2546.0,2.31,0.78,1.33,0.0,1.37,199908.0,0.0,,5.79,2583.0,0.0022415795586527296,0.0005303910181958962,77.39372822299651,80.55457930007447,0.0
RT1,RT11A,2020-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,BROOKFIELDS HOSPITAL,COMMUNITY HOSPITAL,2424.0,6715.0,2133.0,291.0,540924.0,,,0.0,,,2.31,0.78,1.33,,1.37,199908.0,,,5.79,2424.0,0.0023886138613861386,0.0005651815181518152,82.47029702970298,80.55457930007447,0.0
RT1,RT11A,2021-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,BROOKFIELDS HOSPITAL,COMMUNITY HOSPITAL,2424.0,6715.0,2133.0,291.0,540924.0,,,0.0,,,2.31,0.78,1.33,,1.37,199908.0,,,5.79,2424.0,0.0023886138613861386,0.0005651815181518152,82.47029702970298,80.55457930007447,0.0
RT1,RT11C,2016-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,CITY CARE CENTRE,MIXED SERVICE HOSPITAL,3232.0,8859.0,3000.0,232.0,777097.0,2750.0,0.0,0.0,0.0,7146.0,0.0,0.0,0.0,,0.0,57820.0,,,0.0,3232.0,0.0,0.0,17.889851485148515,87.71836550400722,0.0
RT1,RT11C,2017-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,CITY CARE CENTRE,COMMUNITY HOSPITAL,3232.0,8859.0,3000.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,3232.0,0.0,0.0,0.0,0.0,0.0
RT1,RT11C,2018-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,CITY CARE CENTRE,COMMUNITY HOSPITAL,3232.0,8859.0,3000.0,232.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,3232.0,0.0,0.0,0.0,0.0,0.0
RT1,RT11C,2019-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,CITY CARE CENTRE,COMMUNITY HOSPITAL,3232.0,8859.0,3000.0,232.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,3232.0,0.0,0.0,0.0,0.0,0.0
RT1,RT11C,2020-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,CITY CARE CENTRE,COMMUNITY HOSPITAL,4296.0,9796.0,3741.0,555.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,4296.0,0.0,0.0,0.0,0.0,0.0
RT1,RT11C,2021-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,CITY CARE CENTRE,COMMUNITY HOSPITAL,4296.0,9796.0,3741.0,555.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,4296.0,0.0,0.0,0.0,0.0,0.0
RT1,RT182,2016-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,NORTH CAMBRIDGESHIRE HOSPITAL,COMMUNITY HOSPITAL,2182.0,5346.0,2180.0,0.0,957387.0,,,0.0,,,0.35,0.0,5.33,,7.26,159211.0,,,12.94,2180.0,0.0059357798165137615,0.003330275229357798,73.03256880733944,179.08473625140292,0.0
RT1,RT182,2017-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,NORTH CAMBRIDGESHIRE HOSPITAL,COMMUNITY HOSPITAL,2337.0,5611.0,2337.0,0.0,957387.0,0.0,0.0,0.0,0.0,1679.0,0.35,0.0,5.33,,7.26,159211.0,,,12.94,2337.0,0.00553701326486949,0.0031065468549422337,68.12623020967052,170.62680449117804,0.0
RT1,RT182,2018-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,NORTH CAMBRIDGESHIRE HOSPITAL,COMMUNITY HOSPITAL,2022.0,5257.0,2022.0,0.0,801748.0,0.0,0.0,0.0,0.0,1800.0,1.36,0.0,4.58,,6.98,139200.0,0.0,,12.920000000000002,2022.0,0.006389713155291792,0.0034520276953511377,68.8427299703264,152.51055735210196,0.0
RT1,RT182,2019-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,NORTH CAMBRIDGESHIRE HOSPITAL,COMMUNITY HOSPITAL,2022.0,5257.0,2022.0,0.0,744609.0,0.0,0.0,0.0,0.0,1364.0,0.77,0.83,2.33,0.0,2.66,149679.0,0.0,,6.59,2022.0,0.003259149357072206,0.0013155291790306629,74.02522255192878,141.64143047365417,0.0
RT1,RT182,2020-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,NORTH CAMBRIDGESHIRE HOSPITAL,COMMUNITY HOSPITAL,2022.0,5257.0,1809.0,213.0,744609.0,,,0.0,,,0.77,0.83,2.33,,2.66,149679.0,,,6.59,2022.0,0.003259149357072206,0.0013155291790306629,74.02522255192878,141.64143047365417,0.0
RT1,RT182,2021-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,NORTH CAMBRIDGESHIRE HOSPITAL,COMMUNITY HOSPITAL,2022.0,5257.0,1809.0,213.0,744609.0,,,0.0,,,0.77,0.83,2.33,,2.66,149679.0,,,6.59,2022.0,0.003259149357072206,0.0013155291790306629,74.02522255192878,141.64143047365417,0.0
RT1,RT190,2015-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,ADDENBROOKES HOSPITAL,OTHER INPATIENT,1600.0,4000.0,1450.0,150.0,478181.0,0.0,0.0,0.0,0.0,1622.0,2.5,0.0,8.2,0.0,12.84,180000.0,,,23.54,1600.0,0.0147125,0.008025,112.5,119.54525,0.0
RT1,RT190,2016-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,ADDENBROOKES HOSPITAL,MENTAL HEALTH,1600.0,4000.0,1450.0,150.0,1269453.0,0.0,0.0,0.0,0.0,1247.0,1.6666666666666665,0.0,5.466666666666667,,9.616666666666667,321172.0,,,16.75,1600.0,0.01046875,0.006010416666666667,200.7325,317.36325,0.0
RT1,RT190,2017-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,ADDENBROOKES HOSPITAL,MENTAL HEALTH,1600.0,4000.0,1450.0,150.0,1269453.0,,,0.0,,,0.8333333333333333,0.0,2.7333333333333334,,6.3933333333333335,321172.0,,,9.96,1600.0,0.0062250000000000005,0.003995833333333334,200.7325,317.36325,0.0
RT1,RT190,2018-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,ADDENBROOKES HOSPITAL,MENTAL HEALTH,1600.0,4000.0,1450.0,150.0,1269453.0,,,0.0,,,0.0,0.0,0.0,,3.17,321172.0,,,3.17,1600.0,0.00198125,0.00198125,200.7325,317.36325,0.0
RT1,RT190,2019-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,ADDENBROOKES HOSPITAL,MENTAL HEALTH,1803.0,4688.0,1653.0,150.0,1269453.0,,,0.0,,,0.0,0.0,0.0,,3.17,321172.0,,,3.17,1803.0,0.0017581808097615085,0.0017581808097615085,178.1320022185247,270.78775597269623,0.0
RT1,RT190,2020-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,ADDENBROOKES HOSPITAL,MIXED SERVICE HOSPITAL,1803.0,4688.0,1653.0,150.0,1269453.0,,,0.0,,,0.0,0.0,0.0,,3.17,321172.0,,,3.17,1803.0,0.0017581808097615085,0.0017581808097615085,178.1320022185247,270.78775597269623,0.0
RT1,RT190,2021-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,ADDENBROOKES HOSPITAL,MENTAL HEALTH,1803.0,4688.0,1653.0,150.0,1269453.0,,,0.0,,,0.0,0.0,0.0,,3.17,321172.0,,,3.17,1803.0,0.0017581808097615085,0.0017581808097615085,178.1320022185247,270.78775597269623,0.0
RT1,RT199,2012-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,CAVELL CENTRE - MENTAL HEALTH UNIT,SPECIALIST ACUTE HOSPITAL,9163.0,22600.0,7581.0,1325.0,2395242.0,8066.0,0.0,0.0,0.0,5968.0,7.85,0.0,51.12,0.0,25.99,1341510.0,,,84.96,8906.0,0.009539636200314394,0.0029182573545924093,150.62991241859422,105.9841592920354,0.0
RT1,RT199,2013-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,CAVELL CENTRE - MENTAL HEALTH UNT,SPECIALIST ACUTE HOSPITAL,9164.0,22600.0,7581.0,1325.0,2603993.0,11990.0,0.0,0.0,0.0,6153.0,8.02,0.93,22.62,0.0,62.46,1343463.0,,,94.03,8906.0,0.01055805075230182,0.007013249494722659,150.84920278463957,115.22092920353982,0.0
RT1,RT199,2014-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,CAVELL CENTRE - MENTAL HEALTH UNT,SPECIALIST ACUTE HOSPITAL,9164.0,22600.0,7581.0,1325.0,2262055.0,0.0,0.0,0.0,0.0,6885.0,0.0,7.92,33.44,0.06,55.96,1456301.0,,,97.32,8906.0,0.010927464630586121,0.006283404446440602,163.51908825510893,100.09092920353983,0.0
RT1,RT199,2017-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,CAVELL CENTRE - MENTAL HEALTH UNT,MENTAL HEALTH AND LD,9164.0,22600.0,7839.0,1325.0,2414654.0,6080.0,0.0,0.0,0.0,8007.0,11.77,0.0,77.41,,15.58,1297487.0,,,104.75999999999999,9164.0,0.011431689218681797,0.0017001309471846356,141.58522479266696,106.84309734513275,0.0
RT1,RT199,2018-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,CAVELL CENTRE - MENTAL HEALTH UNT,MENTAL HEALTH AND LD,9164.0,22600.0,7581.0,1325.0,2754739.0,0.0,0.0,0.0,0.0,1118.0,6.83,0.0,72.53,,10.53,1284457.0,0.0,,89.89,8906.0,0.010093195598472939,0.0011823489782169323,144.22378172018864,121.89110619469027,0.0
RT1,RT199,2019-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,CAVELL CENTRE - MENTAL HEALTH UNT,MENTAL HEALTH AND LD,9164.0,22600.0,7839.0,1325.0,2489591.0,0.0,0.0,0.0,0.0,7640.0,0.0,0.0,0.0,0.0,0.0,1375993.0,0.0,0.0,0.0,9164.0,0.0,0.0,150.1520078568311,110.15889380530973,0.0
RT1,RT199,2020-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,CAVELL CENTRE - MENTAL HEALTH UNIT,MENTAL HEALTH AND LD,9164.0,22600.0,7581.0,1583.0,2701957.0,5830.0,0.0,0.0,0.0,9183.0,2.87,2.55,58.1,,4.78,1218422.0,0.0,0.0,68.3,9164.0,0.0074530772588389345,0.0005216062854648626,132.95744216499347,119.55561946902655,0.0
RT1,RT199,2021-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,CAVELL CENTRE - MENTAL HEALTH UNIT,MENTAL HEALTH AND LD,9164.0,22600.0,7581.0,1583.0,2898746.0,6944.0,0.0,0.0,0.0,6568.0,3.67,0.0,59.07,,7.87,1185363.0,0.0,0.0,70.61,9164.0,0.007705150589262331,0.0008587952859013531,129.34995635093844,128.26309734513273,0.0
RT1,RT1FD,2016-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PRINCESS OF WALES HOSPITAL,COMMUNITY HOSPITAL,2101.0,5883.0,2101.0,0.0,512790.0,,,0.0,,,3.45,0.0,14.32,,26.68,255049.0,,,44.45,2101.0,0.021156592099000476,0.012698714897667777,121.39409804854832,87.16471188169301,0.0
RT1,RT1FD,2017-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PRINCESS OF WALES HOSPITAL,MIXED SERVICE HOSPITAL,2706.0,6495.0,2706.0,0.0,512790.0,0.0,0.0,0.0,0.0,2017.0,3.45,0.0,14.32,,26.68,255049.0,,,44.45,2706.0,0.016426459719142646,0.009859571322985957,94.25314116777531,78.95150115473442,0.0
RT1,RT1FD,2018-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PRINCESS OF WALES HOSPITAL,MIXED SERVICE HOSPITAL,2898.0,7536.0,1774.0,1124.0,656195.0,0.0,0.0,0.0,0.0,2026.0,2.37,0.0,8.23,,24.7,354844.0,0.0,,35.3,2898.0,0.012180814354727397,0.00852311939268461,122.44444444444444,87.07470806794055,0.0
RT1,RT1FD,2019-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PRINCESS OF WALES HOSPITAL,MIXED SERVICE HOSPITAL,2340.0,6085.0,2027.0,313.0,702985.0,0.0,0.0,0.0,0.0,3415.0,1.94,1.0,3.65,0.0,10.19,367986.0,0.0,,16.78,2340.0,0.0071709401709401715,0.004354700854700855,157.25897435897437,115.52752670501232,0.0
RT1,RT1FD,2020-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PRINCESS OF WALES HOSPITAL,COMMUNITY HOSPITAL,2340.0,6085.0,2021.0,318.0,702985.0,,,0.0,,,1.94,1.0,3.65,,10.19,367986.0,,,16.78,2339.0,0.007174005985463874,0.0043565626336041045,157.32620778110302,115.52752670501232,0.0
RT1,RT1FD,2021-01-01,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PRINCESS OF WALES HOSPITAL,COMMUNITY HOSPITAL,2340.0,6085.0,2021.0,318.0,702985.0,,,0.0,,,1.94,1.0,3.65,,10.19,367986.0,,,16.78,2339.0,0.007174005985463874,0.0043565626336041045,157.32620778110302,115.52752670501232,0.0
RT2,RT201,2011-01-01,PENNINE CARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,FAIRFIELD GENERAL HOSPITAL,SPECIALIST ACUTE HOSPITAL,7221.0,19135.0,,,823955.0,0.0,0.0,0.0,0.0,5356.0,17.9,0.0,0.0,,52.1,627466.0,,,70.0,,,,,43.06009929448654,
RT2,RT201,2012-01-01,PENNINE CARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,FAIRFIELD GENERAL HOSPITAL,SPECIALIST ACUTE HOSPITAL,7221.0,19135.0,5907.0,1639.0,753704.0,0.0,0.0,0.0,0.0,5111.0,15.14,0.0,0.0,0.0,52.1,669443.0,,,67.24000000000001,7546.0,0.008910681155579116,0.006904320169626292,88.71494831698914,39.38876404494382,0.0
RT2,RT201,2013-01-01,PENNINE CARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,FAIRFIELD GENERAL HOSPITAL,SPECIALIST ACUTE HOSPITAL,7221.0,19135.0,5907.0,1639.0,889963.0,0.0,0.0,0.0,0.0,5210.0,29.13,0.0,0.0,0.0,55.35,689315.0,,,84.48,7546.0,0.01119533527696793,0.007335011926848662,91.34839650145773,46.50969427750196,0.0
RT2,RT201,2014-01-01,PENNINE CARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,FAIRFIELD GENERAL HOSPITAL,SPECIALIST ACUTE HOSPITAL,7221.0,19135.0,5907.0,1639.0,812515.0,0.0,854680.0,0.0,0.0,5134.0,14.0,0.0,21.0,0.0,7.0,692448.0,,,42.0,7546.0,0.0055658627087198514,0.0009276437847866419,91.7635833554201,42.46224196498563,0.0
RT2,RT201,2015-01-01,PENNINE CARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,FAIRFIELD GENERAL HOSPITAL,SPECIALIST ACUTE HOSPITAL,7423.0,18622.0,5210.0,1575.0,1569309.0,0.0,213669.0,0.0,0.0,5108.0,0.0,13.0,7.0,0.0,0.0,694224.0,,,20.0,6785.0,0.0029476787030213707,0.0,102.31746499631541,84.27177531951455,0.0
RT2,RT201,2016-01-01,PENNINE CARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,FAIRFIELD GENERAL HOSP,MENTAL HEALTH AND LD,7423.0,18622.0,5210.0,1575.0,1774830.0,0.0,0.0,0.0,0.0,5200.0,0.0,6.5,3.5,,0.0,772144.0,,,10.0,6785.0,0.0014738393515106854,0.0,113.80162122328666,95.3082375684674,0.0
RT2,RT201,2017-01-01,PENNINE CARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,FAIRFIELD GENERAL HOSPITAL,MENTAL HEALTH AND LD,8536.0,19909.0,4789.0,2766.0,1774830.0,0.0,0.0,0.0,0.0,5200.0,0.0,0.0,0.0,,0.0,772144.0,,,0.0,7555.0,0.0,0.0,102.2030443414957,89.14711939323924,0.0
RT2,RT201,2018-01-01,PENNINE CARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,FAIRFIELD GENERAL HOSPITAL,MENTAL HEALTH AND LD,8536.0,19915.0,5210.0,2766.0,1530643.0,0.0,0.0,0.0,0.0,9149.0,0.0,0.0,0.0,,0.0,976410.0,0.0,,0.0,7976.0,0.0,0.0,122.41850551654964,76.85879989957319,0.0
RT2,RT201,2019-01-01,PENNINE CARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,FAIRFIELD GENERAL HOSPITAL,MENTAL HEALTH AND LD,7558.0,19915.0,4772.0,2786.0,1583350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,976410.0,0.0,,0.0,7558.0,0.0,0.0,129.18893887271764,79.50539794125031,0.0
RT2,RT201,2020-01-01,PENNINE CARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,FAIRFIELD GENERAL HOSPITAL,MENTAL HEALTH AND LD,8536.0,19915.0,4772.0,2786.0,2198183.0,10319.0,0.0,0.0,0.0,9234.0,60.36,34.27,0.0,,0.0,1531975.0,0.0,,94.63,7558.0,0.012520508070918231,0.0,202.69581899973537,110.3782575947778,0.0
RT2,RT201,2021-01-01,PENNINE CARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,FAIRFIELD GENERAL HOSPITAL,MENTAL HEALTH AND LD,8536.0,19915.0,4772.0,2786.0,1879298.0,8771.0,0.0,89493.0,0.0,6564.0,55.13,34.72,0.0,,0.0,202014.0,0.0,0.0,89.85,7558.0,0.011888065625826937,0.0,26.728499603069594,94.36595531006779,11.840830907647526
