Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Gross internal site floor area (m²),Occupied floor area (m²),NHS estate Occupied Floor Area (%),Site Heated Volume (m³),Site footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable - Occupied floor area (%),Not functionally suitable - Patient occupied floor area (%),Un-utilised Space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age Profile - 2005 to present (%),Age Profile - 1995 to 2004 (%),Age Profile - 1985 to 1994 (%),Age Profile - 1975 to 1984 (%),Age Profile - 1965 to 1974 (%),Age Profile - 1955 to 1964 (%),Age Profile - 1948 to 1954 (%),Age Profile - pre 1948 (%),Age Profile - Total (must equal 100%) (%),Cost to eradicate High Risk Backlog (£),Cost to eradicate Significant Risk Backlog (£),Cost to eradicate Moderate Risk Backlog (£),Cost to eradicate Low Risk Backlog (£),Risk Adjusted Backlog Cost (£),Number of CHP units operated on the site (No.),Total full load rating of the electrical generator plant (kW),Total fossil energy input to the CHP system/s (kWh),Total thermal energy output of the CHP system/s (kWh),Total electrical energy output of the CHP system/s (kWh),Total exported electricity for the site (kWh),Total exported thermal energy for the site (kWh),Electricity Consumed - Utility (kWh),Gas Consumed - Utility (kWh),Oil Consumed - Utility (kWh),Coal Consumed - Utility (kWh),Electricity Consumed - Local (kWh),Steam Consumed - Local (kWh),Hot Water Consumed - Local (kWh),Electricity Consumed - Renewable (kWh),Non-fossil fuel Consumed - Renewable (kWh),"Total Energy Cost (all energy supplies, utility, local & renewable) (£)",Water volume (including Borehole) (m³),Water and Sewage Cost (£),Total Waste Cost (£),High Temperature Disposal Waste Weight (Tonnes),Non Burn Treatment (Alternative Treatment Plant) Disposal Waste Weight (Tonnes),Landfill Disposal Waste Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Weight (Tonnes),Preparing for re-use volume (Tonnes),Other recovery volume (Tonnes),Waste recycling volume (Tonnes),"Waste recycling, recovery and preparing for re-use cost (£)",Patient/Visitor concession scheme provided (Yes/No),Total parking spaces available (No.),Designated parking spaces available for patients/visitors (No.),Designated disabled parking spaces (No.),Designated parking spaces available for staff (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for Staff parking (£),Do you charge for disabled parking (Yes/No/None),Cost of feeding one in-patient per day (patient meal day) (£),Ward food waste - unserved meals (%),Total in-patient main meals requested (No.),Gross cost of in-patient services (£)
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RP7MA,ASH VILLA,SPECIALIST HOSPITAL,1201.00,1201.00,100.00,3082.00,1111.00,0.99,1063.00,139.00,65.00,65.00,0.00,13.00,8.00,0.00,13.00,0.00,0.00,33.00,0.00,22.00,0.00,0.00,45.00,100.00,0.00,0.00,5000.00,3000.00,229.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,151525.00,383172.00,0.00,0.00,0.00,0.00,0.00,77977.00,0.00,25838.00,1388.00,1594.00,1265.00,0.11,0.00,0.00,0.08,0.00,3.36,5.61,934.00,No,24.00,12.00,1.00,12.00,0.00,0.00,No,11.78,0.00,13140.00,51600.00
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RP7MB,BEACONFIELD SITE,MULTI-SERVICE HOSPITAL,2811.00,2811.00,100.00,7168.00,1674.00,1.98,2198.00,613.00,36.00,36.00,5.34,15.00,10.00,6.00,9.00,0.00,35.60,0.00,0.00,36.80,0.00,0.00,27.60,100.00,2300.00,0.00,10000.00,3000.00,437.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,273622.00,685085.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50942.00,1437.00,664.00,4643.00,1.54,0.00,0.00,0.06,0.09,6.88,20.03,1941.00,No,57.00,28.00,3.00,26.00,0.00,0.00,No,7.06,0.00,16425.00,38666.00
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RP7MY,MENTAL HEALTH DAY CARE SERVICES - LUMLEY AVENUE,TREATMENT CENTRE,524.00,524.00,100.00,1292.00,236.00,0.08,367.00,157.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66086.00,142716.00,0.00,0.00,0.00,0.00,0.00,15602.00,0.00,5436.00,87.00,443.00,836.00,0.03,0.00,0.00,0.03,0.00,0.77,2.07,574.00,No,9.00,3.00,0.00,6.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RP7WK,STAMFORD RESOURCE CENTRE,TREATMENT CENTRE,662.00,662.00,100.00,2603.00,662.00,0.26,495.00,168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133723.00,251371.00,0.00,0.00,0.00,0.00,0.00,45165.00,0.00,14376.00,124.00,556.00,965.00,0.02,0.05,0.00,0.07,0.00,2.10,4.11,728.00,No,18.00,9.00,2.00,9.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RP7WP,THE ARCHWAY CENTRE BOSTON,TREATMENT CENTRE,876.00,876.00,100.00,2102.00,591.00,0.18,814.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,20000.00,0.00,571.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44310.00,290218.00,0.00,0.00,0.00,0.00,0.00,44310.00,0.00,5921.00,704.00,2090.00,949.00,0.00,0.00,0.00,0.06,0.00,2.08,6.95,949.00,No,59.00,19.00,2.00,40.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RP7WT,JOHNSON COMMUNITY HOSPITAL,SUPPORT FACILITY,847.00,847.00,0.00,1779.00,847.00,4.20,462.00,385.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106820.00,162730.00,0.00,0.00,106820.00,0.00,0.00,0.00,0.00,14135.00,640.00,1925.00,1329.00,0.83,0.00,0.00,0.06,0.00,0.09,0.26,0.00,No,177.00,0.00,2.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RPA,MEDWAY NHS FOUNDATION TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,AGGRE,AGGREGATE SITE,AGGREGATE SITE,2006.00,2006.00,100.00,7396.00,1090.00,0.23,194.00,1806.00,1.03,1.03,1.03,0.00,0.00,0.00,0.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103883.00,130966.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19681.00,797.00,1364.00,6142.00,0.00,0.78,11.45,0.05,0.00,0.00,3.22,139.00,No,42.00,12.00,1.00,30.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RPA,MEDWAY NHS FOUNDATION TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RPA02,MEDWAY MARITIME HOSPITAL,GENERAL ACUTE HOSPITAL,93593.00,92466.00,100.00,176962.00,30064.00,14.35,49333.00,43133.00,1.03,1.03,1.03,558.00,501.00,63.00,64.00,7.34,46.63,17.36,0.00,13.55,0.00,0.00,15.12,100.00,652000.00,8960500.00,18486000.00,644000.00,9954107.00,1.00,1162.00,21117110.00,6112000.00,7634885.00,0.00,0.00,5541068.00,43712854.00,99612.00,0.00,0.00,0.00,0.00,0.00,0.00,1993166.00,141491.00,321056.00,283149.00,112.62,420.45,527.85,2.16,0.00,0.00,148.49,6399.00,Yes,1786.00,566.00,68.00,1220.00,0.83,0.04,Yes,9.51,1.20,424382.00,1798903.00
RPA,MEDWAY NHS FOUNDATION TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RPA62,PRESTON SKREENS,NON-HOSPITAL (PATIENT),829.00,761.00,100.00,1825.00,722.00,0.31,653.00,108.00,1.03,1.03,1.03,7.00,5.00,0.00,7.00,0.00,0.00,0.00,33.00,0.00,0.00,0.00,67.00,100.00,0.00,180000.00,60000.00,18000.00,188667.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7083.00,273023.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10727.00,2476.00,3792.00,2330.00,0.00,3.46,4.30,0.02,0.00,0.00,1.22,53.00,No,5.00,3.00,3.00,2.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,ACUTE - SPECIALIST,RPC04,QUEEN VICTORIA HOSPITAL (RPC),SPECIALIST HOSPITAL,17264.00,17264.00,100.00,43498.00,14499.00,6.95,12201.00,5063.00,70.00,50.00,3.00,80.00,80.00,22.00,8.00,15.00,10.70,0.70,0.00,0.90,4.10,23.10,45.50,100.00,150.00,1523154.00,2282850.00,3198495.00,1699579.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2769180.00,5102007.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,478000.00,12804.00,17284.00,66648.00,36.40,75.60,42.30,1.80,0.00,0.00,182.00,13430.00,Yes,421.00,163.00,16.00,258.00,1.00,0.00,No,8.00,5.00,60104.00,490000.00
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,27745.00,27745.00,100.00,65201.00,16080.00,3.80,17094.00,10651.00,9.00,0.00,11.00,54.00,54.00,44.00,12.00,2.50,18.40,16.70,15.50,13.90,8.20,2.30,22.50,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1777556.00,4422270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280782.00,21508.00,46897.00,62363.00,6.00,18.00,32.00,2.00,0.00,0.00,97.00,16126.00,No,523.00,89.00,23.00,383.00,0.00,0.00,No,4.40,1.00,52560.00,77003.00
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RPGAB,BRACTON CENTRE,SPECIALIST HOSPITAL,6508.00,6508.00,100.00,14000.00,5307.00,7.64,5369.00,730.00,0.00,0.00,0.00,93.00,93.00,9.00,84.00,0.00,82.00,0.00,0.00,10.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,939851.00,2308324.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163542.00,10420.00,22432.00,39971.00,3.00,15.00,30.00,1.00,0.00,0.00,72.00,7144.00,No,116.00,116.00,2.00,113.00,0.00,0.00,No,6.06,1.00,101835.00,205700.00
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RPGAD,GREENPARKS HOUSE,LONG STAY HOSPITAL,5200.00,5200.00,0.00,12220.00,2600.00,0.60,4490.00,710.00,0.00,0.00,0.00,72.00,72.00,46.00,26.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,626567.00,1259871.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95412.00,5842.00,9861.00,32821.00,4.00,7.00,35.00,1.00,0.00,0.00,77.00,9051.00,No,43.00,200.00,4.00,39.00,1.60,0.00,No,4.67,2.00,52560.00,122684.00
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RPGAE,OXLEAS HOUSE,LONG STAY HOSPITAL,5240.00,5240.00,0.00,14040.00,3000.00,2.90,4442.00,758.00,0.00,0.00,0.00,92.00,92.00,18.00,74.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,856953.00,1456321.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99985.00,7840.00,12571.00,30039.00,4.00,72.00,62.00,1.00,0.00,0.00,6.00,6535.00,No,655.00,351.00,21.00,289.00,1.06,0.14,No,15.20,2.00,101835.00,516015.00
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RPGAG,MEMORIAL HOSPITAL,LONG STAY HOSPITAL,8785.00,7655.00,83.00,21260.00,4127.00,9.10,3602.00,4047.00,18.60,0.00,14.80,48.00,48.00,48.00,0.00,23.04,11.10,0.00,0.00,0.00,0.00,0.00,65.86,100.00,0.00,0.00,0.00,140000.00,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1007527.00,1392673.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144423.00,8650.00,16023.00,26120.00,2.00,9.00,25.00,1.00,0.00,0.00,56.00,5235.00,No,161.00,161.00,13.00,161.00,0.00,0.00,No,7.39,1.00,52560.00,129530.00
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RPGAH,WOODLANDS UNIT,SHORT TERM NON-ACUTE HOSPITAL,4000.00,4000.00,0.00,8646.00,1965.00,0.50,3110.00,890.00,0.00,0.00,0.00,70.00,70.00,19.00,51.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,512489.00,1152688.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82931.00,10288.00,15518.00,28966.00,4.00,7.00,28.00,1.00,0.00,0.00,67.00,5896.00,No,46.00,200.00,1.00,46.00,1.06,0.80,No,4.96,1.00,25550.00,126750.00
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RPGAN,GOLDIE LEIGH,LONG STAY HOSPITAL,7760.00,5183.00,67.00,19694.00,5851.00,2.00,3912.00,3848.00,0.00,0.00,0.00,40.00,40.00,40.00,0.00,47.52,23.42,0.00,0.00,6.59,0.00,0.00,22.47,100.00,0.00,0.00,0.00,150000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,461047.00,1436575.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77069.00,9954.00,21183.00,19953.00,2.00,6.00,16.00,1.00,0.00,0.00,34.00,4468.00,No,87.00,87.00,9.00,75.00,0.00,0.00,No,4.82,1.00,43800.00,70344.00
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RPGFG,STEP UP STEP DOWN QUEEN MARY'S,SHORT TERM NON-ACUTE HOSPITAL,603.00,603.00,100.00,1530.00,603.00,0.06,300.00,303.00,0.00,0.00,0.00,17.00,17.00,0.00,2.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,78000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48693.00,195890.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10295.00,1232.00,2484.00,1995.00,1.00,1.70,5.00,0.00,0.00,0.00,6.00,446.00,None,654.00,267.00,49.00,538.00,1.00,0.00,No,9.00,1.00,18615.00,55851.00
RPG,OXLEAS NHS FOUNDATION TRUST,LONDON STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RPGFV,BEVAN INTERMEDIATE CARE UNIT,LONG STAY HOSPITAL,700.00,700.00,100.00,1776.00,700.00,0.10,600.00,100.00,0.00,0.00,0.00,26.00,26.00,0.00,26.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72452.00,220154.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12456.00,1891.00,4022.00,2234.00,0.10,0.40,13.90,0.20,0.00,0.00,11.80,1180.00,No,6.00,6.00,2.00,6.00,0.00,0.00,No,9.15,1.00,27375.00,83481.00
RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - SPECIALIST,AGGRE,AGGREGATE SITE,AGGREGATE SITE,7332.00,7095.00,98.00,21285.00,0.00,0.00,7095.00,0.00,0.00,0.00,0.00,5.00,5.00,5.00,0.00,33.83,8.66,0.00,0.00,5.89,10.39,0.95,40.28,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142750.00,996359.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180271.00,8875.00,2949.00,20354.00,2.01,9.02,41.20,0.00,0.00,0.00,0.00,0.00,Yes,21.00,0.00,2.00,0.00,0.00,0.00,No,13.69,0.00,2576.00,36764.00
RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - SPECIALIST,RPY01,"ROYAL MARSDEN HOSPITAL, CHELSEA",SPECIALIST HOSPITAL,24585.00,23789.00,96.36,71368.00,4758.00,1.10,11239.00,12550.00,17.92,0.00,2.83,87.00,78.00,53.00,0.00,3.56,0.00,19.50,3.79,4.25,9.88,3.85,55.17,100.00,1006000.00,2011000.00,2514000.00,4525000.00,3251000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8012677.00,12747308.00,12885.00,0.00,0.00,0.00,0.00,0.00,0.00,1309471.00,47889.00,87845.00,183455.00,179.57,89.05,14.90,1.50,1.00,1.00,466.67,77911.00,Yes,20.00,0.00,1.00,20.00,0.00,0.14,No,6.08,2.72,93677.00,1384027.00
RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - SPECIALIST,RPY02,"ROYAL MARSDEN HOSPITAL, SUTTON",SPECIALIST HOSPITAL,36548.00,36239.00,98.00,106003.00,16704.00,7.45,17053.00,19185.00,26.03,1.00,2.69,107.00,86.00,41.00,2.00,24.40,3.62,9.15,1.62,1.44,49.84,0.00,9.93,100.00,2225000.00,4449000.00,5562000.00,10011000.00,7452000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9558509.00,14076068.00,277465.00,0.00,0.00,0.00,0.00,35441.00,0.00,1591856.00,44204.00,65430.00,201371.00,169.52,82.15,0.00,1.50,1.00,1.00,420.34,64116.00,Yes,500.00,250.00,50.00,250.00,2.00,0.14,Yes,5.90,2.52,134518.00,1528265.00
RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,ACUTE - SPECIALIST,RQ301,BIRMINGHAM CHILDRENS HOSPITAL,SPECIALIST HOSPITAL,55615.00,55615.00,89.08,106941.00,20439.00,3.54,27313.00,24461.00,0.00,0.00,0.00,213.00,192.00,27.00,57.00,7.42,11.37,21.66,2.70,39.21,8.51,2.87,6.26,100.00,500000.00,1000000.00,7151884.00,8620151.00,2157168.00,1.00,1600.00,24164866.00,8806900.00,8587529.00,1510200.00,2693460.00,9693459.00,20921028.00,216000.00,0.00,0.00,0.00,0.00,122881.00,0.00,1768544.00,55211.00,174519.00,272078.00,44.00,267.37,322.00,1.45,0.00,0.00,47.88,9079.00,Yes,396.00,92.00,11.00,275.00,2.50,0.13,Yes,5.91,8.20,156546.00,713865.00
RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,ACUTE - SPECIALIST,RQ303,THE OAKLANDS CENTRE,SPECIALIST HOSPITAL,369.00,369.00,100.00,1007.00,212.00,0.13,203.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,2410.00,0.00,0.00,2410.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16412.00,113785.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6457.00,181.00,999.00,1216.00,0.00,0.00,20.00,0.00,0.00,0.00,1.06,203.00,None,11.00,1.00,1.00,10.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,ACUTE - SPECIALIST,RQ304,102 BLAKESLEY ROAD,SUPPORT FACILITY,491.00,491.00,100.00,1304.00,278.00,0.09,139.00,253.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,6750.00,0.00,0.00,6750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26536.00,111855.00,0.00,0.00,0.00,0.00,0.00,8845.00,0.00,8063.00,124.00,864.00,902.00,0.00,0.00,11.00,0.00,0.00,0.00,0.54,102.00,None,4.00,0.00,0.00,4.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,ACUTE - SPECIALIST,RQ330,PARKVIEW CLINIC,SPECIALIST HOSPITAL,2842.00,2842.00,100.00,7763.00,1770.00,2.18,1592.00,915.00,0.00,0.00,0.00,39.00,35.00,0.00,6.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,55452.00,0.00,0.00,55452.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307149.00,888350.00,10800.00,0.00,0.00,0.00,0.00,102383.00,0.00,84698.00,2377.00,8967.00,12684.00,1.25,0.00,18.00,0.00,0.00,0.00,1.06,203.00,None,62.00,25.00,2.00,37.00,0.00,0.00,No,5.91,11.00,23808.00,57866.00
RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RQ601,BROADGREEN SITE,GENERAL ACUTE HOSPITAL,47446.00,45760.00,95.00,73527.00,25517.00,12.12,18347.00,26429.00,0.00,0.00,0.00,71.00,48.00,10.00,4.00,33.50,10.80,30.30,0.00,4.40,3.90,0.10,17.00,100.00,0.00,300000.00,170927.00,100000.00,354185.00,1.00,2200.00,48236979.00,12332987.00,15138000.00,10882411.00,4658317.00,1119153.00,49331868.00,8636.00,0.00,0.00,0.00,0.00,0.00,0.00,878785.00,45142.00,146820.00,47697.00,6.00,95.60,175.89,1.46,0.00,0.00,87.00,1567.00,No,1132.00,383.00,91.00,749.00,2.90,0.12,Yes,31.00,0.00,57942.00,370408.00
RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RQ617,ROYAL LIVERPOOL SITE,GENERAL ACUTE HOSPITAL,115152.00,109508.00,100.00,299047.00,40164.00,9.15,38015.00,58399.00,0.00,0.00,0.00,698.00,657.00,74.00,52.00,4.90,1.70,0.00,76.40,15.00,0.00,0.00,2.00,100.00,12538000.00,7606000.00,10230347.00,6819118.00,23553893.00,2.00,5300.00,136687685.00,48301272.00,40316809.00,17340980.00,8146629.00,1827107.00,136945575.00,8930.00,0.00,0.00,0.00,0.00,0.00,0.00,2752965.00,192133.00,479752.00,420273.00,106.00,857.90,568.90,1.46,0.00,0.00,268.00,4645.00,No,1150.00,0.00,19.00,1150.00,0.00,0.12,Yes,12.29,0.00,780792.00,2193352.00
RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RQ8L0,BROOMFIELD HOSPITAL,GENERAL ACUTE HOSPITAL,125265.00,123072.00,100.00,205232.00,43759.00,19.30,62214.00,60858.00,5.80,10.70,1.79,548.00,476.00,177.00,35.00,62.00,19.00,1.00,9.50,2.00,0.00,0.00,6.50,100.00,2372650.00,5634600.00,7672840.00,4845994.00,8485433.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20329225.00,22655017.00,5813457.00,0.00,0.00,0.00,0.00,0.00,0.00,3005089.00,134797.00,296750.00,322815.00,71.04,613.56,648.22,20.10,0.00,0.00,214.25,12241.00,Yes,1808.00,479.00,67.00,1262.00,1.00,0.10,No,9.90,3.00,602092.00,2909480.00
RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RQ8LJ,ST. PETER'S HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,1710.00,1608.00,100.00,2662.00,1515.00,2.08,902.00,706.00,53.00,53.00,12.00,10.00,3.00,0.00,1.00,0.00,0.00,0.00,6.50,8.00,1.00,0.00,84.50,100.00,296000.00,839000.00,1644000.00,129500.00,1221894.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,615938.00,2294540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,146422.00,9391.00,27049.00,7750.00,0.61,16.64,80.08,1.12,0.00,0.00,27.53,1458.00,No,152.00,0.00,11.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RQ8PC,GUM HEALTH CLINIC,TREATMENT CENTRE,563.00,563.00,100.00,1428.00,562.00,0.50,102.00,461.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22646.00,80469.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9425.00,155.00,750.00,1466.00,0.32,2.79,2.94,0.00,0.00,0.00,0.00,0.00,None,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0.00,0.00,0.00
