Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Hard FM (Estates) costs (£),Soft FM (Hotel Services) costs (£),Estates and facilities finance costs (£),Maintenance service costs (£),Income received for area leased out for retail sales (£),Area leased out for retail sales (m²),Income from services provided to other organisations (£),Gross internal site floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Building footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Un-utilised space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age profile - 2015 to present (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Age profile - total (must equal 100%) (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Risk adjusted backlog cost (£),CHP units operated on the site (No.),Full load rating of the electrical generator plant (kW),Fossil energy input to the CHP system/s (kWh),Thermal energy output of the CHP system/s (kWh),Electrical energy output of the CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy cost (all energy supplies) (£),Electricity consumed - utility (kWh),Gas consumed - utility (kWh),Oil  consumed - utility (kWh),Coal consumed - utility (kWh),Electricity consumed - local (kWh),Steam consumed - local (kWh),Hot water consumed - local (kWh),Electricity consumed - renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Water and sewage cost (£),Water volume (including borehole) (m³),Waste cost (£),Preparing for re-use volume (Tonnes),Waste recycling volume (Tonnes),Other recovery volume (Tonnes),High temperature disposal waste weight (Tonnes),High temperature disposal waste weight involving combustion with energy recovery (Tonnes),Non burn treatment (alternative treatment plant) disposal waste weight (Tonnes),Landfill disposal waste weight (Tonnes),Waste electrical and electronic equipment (WEEE) weight (Tonnes),Parking spaces available (No.),Designated disabled parking spaces (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Do you charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),In-patient food services cost (£),In-patient main meals requested (No.),Cost of feeding one in-patient per day (in-patient meal day) (£),Laundry and linen service cost (£),Pieces per annum (No.),Portering (internal patient transport) service cost (£),Portering staff (WTE),Occupied floor area (m²),Occupied beds (No.),PFI Unitary charges (£),Hard FM (Estates) costs (£),Soft FM (Hotel  Services) costs (£),Maintenance service costs (£),Energy cost (all energy supplies) (£),Energy consumed (all energy supplies) (kWh),Waste cost (£),Waste disposal weight (Tonnes),Cost of in-patient food services (£),In-patient main meals requested (No.),Cleaning services costs (£),Number of cleaning staff (No.),Laundry and linen service cost (£),Laundry and linen pieces per annum (No.),Portering (internal patient transport) service cost (£),Number of Portering (internal patient transport) staff (WTE)
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3XX,MENTAL HEALTH UNIT - FRIARAGE HOSPITAL,LONG STAY HOSPITAL,627831.00,110912.00,65819.00,89404.00,0.00,0.00,0.00,4001.00,4001.00,100.00,9873.00,2050.00,0.21,3658.00,343.00,0.00,0.00,0.00,21.00,21.00,2.00,9.00,0.00,0.00,0.00,91.03,0.00,0.00,0.00,0.00,8.97,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75662.00,466495.00,907652.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15280.00,4936.00,9064.00,0.00,31.36,0.00,0.53,0.41,1.26,0.34,0.00,417.00,27.00,1.00,0.10,No,166410.00,6.73,106000.00,21611.00,14.04,46613.00,111946.00,22330.00,1.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3YE,THE BRIARY UNIT,LONG STAY HOSPITAL,547566.00,94153.00,12770.00,78544.00,0.00,0.00,0.00,3515.00,3515.00,100.00,8696.00,1842.00,0.19,2831.00,306.00,0.00,0.00,10.00,31.00,25.00,2.00,6.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38221.00,235650.00,473656.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7718.00,2494.00,7963.00,0.00,27.55,0.00,0.47,0.36,1.16,0.30,0.00,801.00,14.00,1.20,0.10,No,148605.00,4.70,100968.00,37548.00,8.06,13848.00,40756.00,10900.00,0.50,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,1354214.00,342360.00,1742715.00,667314.00,0.00,0.00,65677.00,18162.00,17683.00,35.48,47744.00,13206.00,3.01,12837.00,4846.00,26.01,25.19,21.18,37.00,29.00,15.00,22.00,0.00,0.00,18.63,22.81,12.55,11.77,2.12,8.13,23.99,100.00,0.00,65000.00,652000.00,300000.00,96733.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,257892.00,978139.00,2207448.00,39274.00,0.00,0.00,0.00,0.00,33437.00,0.00,33974.00,10268.00,30111.00,0.00,6.00,0.00,1.33,0.00,4.95,65.44,0.00,0.00,0.00,0.00,0.00,No,713538.00,27.70,120000.00,31755.00,10.50,6626.00,22400.00,34172.00,1.38,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX438,"BROOKE HOUSE, HOUGHTON LE SPRING",SHORT TERM NON-ACUTE HOSPITAL,44176.00,48539.00,20483.00,20420.00,0.00,0.00,0.00,393.00,393.00,100.00,1061.00,393.00,0.08,393.00,0.00,0.00,0.00,0.00,10.00,9.00,0.00,10.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8239.00,17783.00,135942.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1804.00,478.00,1201.00,0.00,0.00,0.00,0.00,0.00,0.11,11.80,0.00,7.00,0.00,0.00,0.00,No,15448.00,0.60,45067.00,11314.00,11.95,1791.00,6054.00,9236.00,0.37,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX442,"TRANWELL UNIT, QUEEN ELIZABETH HOSPITAL",SHORT TERM NON-ACUTE HOSPITAL,177945.00,478260.00,366275.00,90230.00,0.00,0.00,0.00,1676.00,1676.00,0.00,4525.00,645.00,0.10,1676.00,0.00,0.00,0.00,0.00,40.00,34.00,0.00,40.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29062.00,150840.00,553080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4475.00,2011.00,15393.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,No,65882.00,2.56,180268.00,45254.00,11.95,7163.00,24216.00,36943.00,1.49,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX464,HOPEWOOD PARK,SHORT TERM NON-ACUTE HOSPITAL,1182432.00,2144167.00,1091022.00,446943.00,0.00,0.00,68521.00,14883.00,13769.00,100.00,37176.00,10391.00,25.82,10560.00,3209.00,0.00,0.00,0.00,142.00,128.00,126.00,0.00,0.00,75.99,0.00,0.00,0.00,16.00,7.43,0.00,0.58,100.00,0.00,0.00,125000.00,300000.00,11000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,244804.00,1723349.00,2734466.00,42333.00,0.00,0.00,0.00,0.00,38724.00,0.00,51114.00,17207.00,28943.00,0.00,51.20,1.76,0.67,0.00,0.13,98.48,0.00,250.00,14.00,0.67,0.00,No,585037.00,22.71,707552.00,177624.00,11.95,28114.00,95050.00,145000.00,5.85,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX467,NORTHGATE HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,1315239.00,2157790.00,711508.00,740493.00,0.00,0.00,305552.00,20985.00,19679.00,100.00,53028.00,17836.00,28.30,13402.00,6277.00,13.33,19.57,2.78,161.00,123.00,36.00,125.00,0.00,7.11,13.25,8.76,0.00,45.84,7.67,0.00,17.37,100.00,0.00,0.00,750000.00,340000.00,27000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,387576.00,1880756.00,6719556.00,0.00,0.00,0.00,0.00,0.00,46582.00,0.00,36416.00,32806.00,22282.00,0.00,163.50,4.24,0.10,0.00,0.48,28.60,0.20,410.00,13.00,0.67,0.00,No,825923.00,32.07,725579.00,182149.00,11.95,28831.00,97471.00,148695.00,6.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX4CA,FERNDENE,SPECIALIST HOSPITAL,423669.00,583277.00,1151411.00,261901.00,0.00,0.00,47323.00,5684.00,5684.00,100.00,15437.00,5152.00,3.44,5152.00,532.00,0.00,0.00,0.00,40.00,31.00,40.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113376.00,820098.00,414521.00,0.00,0.00,0.00,0.00,0.00,22139.00,0.00,14762.00,5430.00,11447.00,0.00,31.50,2.32,0.01,0.00,0.03,14.02,0.00,134.00,22.00,0.00,0.00,No,223433.00,8.67,180268.00,45254.00,11.95,7163.00,24216.00,36943.00,1.49,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX4E2,"ST GEORGES PARK, MORPETH",SHORT TERM NON-ACUTE HOSPITAL,2126127.00,2224041.00,4891034.00,1839731.00,0.00,0.00,144884.00,18300.00,17056.00,100.00,45122.00,14699.00,15.00,12962.00,4094.00,0.00,0.00,0.00,189.00,137.00,164.00,25.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,287794.00,1659309.00,4371264.00,0.00,0.00,0.00,0.00,0.00,27702.00,0.00,38911.00,17288.00,21711.00,0.00,103.30,5.34,1.51,0.00,0.11,15.13,0.00,229.00,18.00,0.67,0.00,No,719356.00,27.93,766139.00,192332.00,11.95,30442.00,102920.00,157007.00,6.34,17056.00,137.00,4372215.00,2126127.00,2224041.00,1839731.00,0.00,0.00,0.00,0.00,766139.00,192332.00,719356.00,28.00,30442.00,102920.00,157007.00,6.34
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX4E4,"ST NICHOLAS HOSPITAL, GOSFORTH",SHORT TERM NON-ACUTE HOSPITAL,2620395.00,2497344.00,702470.00,1219257.00,0.00,0.00,637946.00,29789.00,25628.00,100.00,68588.00,18693.00,11.65,12932.00,12696.00,5.06,0.29,0.94,104.00,96.00,104.00,0.00,0.00,17.65,0.00,3.92,4.66,5.03,0.00,0.00,68.74,100.00,0.00,0.00,400000.00,390000.00,20000.00,1.00,110.00,503411.00,164157.00,75901.00,0.00,0.00,497239.00,3045224.00,8395411.00,12816.00,0.00,0.00,0.00,0.00,7394.00,0.00,86811.00,28314.00,28157.00,0.00,163.90,7.98,2.21,0.00,0.42,9.30,8.49,412.00,23.00,0.67,0.00,No,1170978.00,45.46,468697.00,117662.00,11.95,18624.00,62963.00,96051.00,3.88,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX4E5,ROYAL VICTORIA INFIRMARY,LONG STAY HOSPITAL,78816.00,64356.00,124048.00,78816.00,0.00,0.00,0.00,1080.00,1080.00,0.00,2916.00,1080.00,0.11,1080.00,0.00,0.00,0.00,0.00,10.00,5.00,0.00,10.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18727.00,97200.00,356400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2884.00,1296.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,42454.00,1.65,45067.00,11314.00,11.95,1791.00,6054.00,9236.00,0.37,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX4FD,CAMPUS FOR AGEING & VITALITY,SHORT TERM NON-ACUTE HOSPITAL,471686.00,853693.00,810011.00,288520.00,0.00,0.00,0.00,6435.00,5972.00,0.00,16124.00,2171.00,0.50,5057.00,915.00,0.00,0.00,0.00,87.00,77.00,5.00,70.00,0.00,0.00,50.02,49.98,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111583.00,579150.00,2123550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17181.00,7722.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,252954.00,9.82,428137.00,107479.00,11.95,17012.00,57514.00,87739.00,3.54,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX4K2,MONKWEARMOUTH HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,642550.00,1051399.00,282418.00,319912.00,0.00,0.00,190157.00,12787.00,11573.00,100.00,30977.00,9558.00,3.58,7285.00,5278.00,28.05,1.73,0.00,40.00,35.00,40.00,0.00,0.00,19.99,7.77,10.07,1.44,0.00,0.00,0.00,60.73,100.00,0.00,250000.00,520000.00,100000.00,281000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245351.00,1135256.00,2815357.00,0.00,0.00,0.00,0.00,0.00,36255.00,0.00,44881.00,20753.00,18686.00,0.00,64.00,7.40,0.23,0.00,0.49,20.18,0.00,206.00,9.00,0.67,0.00,No,502566.00,19.51,180268.00,45254.00,11.95,7163.00,24216.00,36943.00,1.49,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX4W4,WALKERGATE PARK HOSPITAL,SPECIALIST HOSPITAL,970102.00,528255.00,3653985.00,717036.00,0.00,0.00,112251.00,12017.00,12017.00,100.00,28840.00,7002.00,2.10,10044.00,1973.00,0.00,0.00,0.00,69.00,60.00,66.00,1.00,0.00,88.57,0.00,11.43,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,193607.00,1102761.00,2223222.00,0.00,0.00,0.00,0.00,0.00,15465.00,0.00,32490.00,10517.00,18808.00,0.00,46.30,2.88,0.36,0.00,0.00,21.96,0.00,203.00,25.00,0.67,0.00,No,472377.00,18.34,310962.00,78064.00,11.95,12356.00,41773.00,63726.00,2.57,10644.00,60.00,2314096.00,970102.00,528255.00,717036.00,0.00,0.00,0.00,0.00,310962.00,78064.00,472377.00,18.00,12356.00,41773.00,63726.00,2.57
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX4Y0,ROSE LODGE,SPECIALIST HOSPITAL,82789.00,58246.00,66574.00,51464.00,0.00,0.00,0.00,1022.00,1022.00,100.00,2759.00,1022.00,1.09,1022.00,0.00,0.00,0.00,0.00,12.00,12.00,12.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20313.00,119333.00,120353.00,0.00,0.00,0.00,0.00,0.00,4161.00,0.00,4429.00,1346.00,3822.00,0.00,0.00,0.00,0.01,0.00,0.00,12.78,0.00,19.00,2.00,0.00,0.00,No,40174.00,1.56,54080.00,13576.00,11.95,2149.00,7265.00,11083.00,0.45,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,AMBULANCE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,961905.00,1573465.00,1054286.00,828752.00,0.00,0.00,0.00,27484.00,27484.00,45.81,77505.00,23940.00,11.73,Not Applicable,27484.00,1.19,Not Applicable,10.80,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,18.13,17.42,21.58,30.12,5.76,3.83,0.81,2.35,100.00,0.00,147111.00,108762.00,157278.00,157752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,680420.00,2665550.00,3400391.00,137500.00,0.00,0.00,0.00,0.00,111336.00,0.00,102664.00,18144.00,85970.00,0.00,108.00,0.00,0.00,4.80,12.80,168.00,2.00,496.00,17.00,Not Applicable,Not Applicable,Not Applicable,416340.00,15.03,Not Applicable,Not Applicable,Not Applicable,238426.00,200000.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,AMBULANCE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,7856091.00,4455385.00,3097368.00,1829560.00,0.00,0.00,107075.00,69220.00,69220.00,96.00,84834.00,66822.00,31.30,Not Applicable,69219.00,30.00,Not Applicable,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,3.12,1.23,16.98,14.10,30.38,19.59,6.05,8.55,100.00,0.00,82235.00,281949.00,2572781.00,243768.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1355681.00,5401202.00,12093103.00,6945.00,0.00,0.00,0.00,0.00,43247.00,0.00,310240.00,40574.00,282400.00,21.00,136.00,0.00,65.97,0.00,0.00,912.00,0.00,2173.00,40.00,Not Applicable,Not Applicable,Not Applicable,1573000.00,53.50,Not Applicable,Not Applicable,Not Applicable,151530.00,1.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,AMBULANCE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,6350385.00,1432637.00,0.00,1022096.00,0.00,0.00,162179.00,62428.00,62428.00,73.52,273224.00,53043.00,15.60,Not Applicable,62428.00,17.00,Not Applicable,3.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,7.00,19.00,22.00,12.00,13.00,13.00,4.00,10.00,100.00,0.00,10958.00,726749.00,1427110.00,231913.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1091963.00,5606380.00,10133627.00,138888.00,0.00,0.00,0.00,0.00,109184.00,0.00,121829.00,32684.00,150837.00,0.00,300.47,123.11,0.00,45.88,70.95,0.00,1.50,1183.00,30.00,Not Applicable,Not Applicable,Not Applicable,1210928.00,43.50,Not Applicable,Not Applicable,Not Applicable,150433.00,46729.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,AMBULANCE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,2220383.00,2767553.00,0.00,639636.00,0.00,0.00,27997.00,46442.00,46442.00,78.40,143970.00,49408.00,19.90,Not Applicable,46442.00,20.00,Not Applicable,5.43,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,11.96,6.53,13.04,16.30,13.04,29.35,7.61,2.17,100.00,0.00,38679.00,525212.00,968042.00,113341.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,990901.00,3820156.00,8714102.00,257210.00,0.00,0.00,0.00,0.00,0.00,0.00,182449.00,30785.00,94660.00,0.00,0.00,0.00,11.90,117.30,6.80,21.00,0.00,1446.00,22.00,Not Applicable,Not Applicable,Not Applicable,411191.00,28.00,Not Applicable,Not Applicable,Not Applicable,216292.00,337956.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,1076338.00,1069555.00,1731473.00,100130.00,0.00,0.00,109818.00,20562.00,20562.00,100.00,57573.00,15834.00,5.99,11266.00,9297.00,13.00,5.00,21.00,6.00,4.00,0.00,6.00,0.00,10.00,3.00,28.00,25.00,16.00,0.00,10.00,8.00,100.00,0.00,128000.00,363000.00,288900.00,188000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,366039.00,1635221.00,2497831.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42222.00,9885.00,49048.00,0.00,101.00,20.00,22.00,0.00,0.00,9.10,10.00,627.00,43.00,0.00,0.00,No,650555.00,28.43,0.00,0.00,9.73,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
