Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Gross internal site floor area (m²),Occupied floor area (m²),NHS estate Occupied Floor Area (%),Site Heated Volume (m³),Site footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable (%),Un-utilised Space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age Profile - 2005 to present (%),Age Profile - 1995 to 2004 (%),Age Profile - 1985 to 1994 (%),Age Profile - 1975 to 1984 (%),Age Profile - 1965 to 1974 (%),Age Profile - 1955 to 1964 (%),Age Profile - 1948 to 1954 (%),Age Profile - pre 1948 (%),Age Profile - Total (must equal 100%) (%),Cost to eradicate High Risk Backlog (£),Cost to eradicate Significant Risk Backlog (£),Cost to eradicate Moderate Risk Backlog (£),Cost to eradicate Low Risk Backlog (£),Risk Adjusted Backlog Cost (£),Number of CHP units operated on the site (No.),Total full load rating of the electrical generator plant (kW),Total fossil energy input to the CHP system/s (kWh),Total thermal energy output of the CHP system/s (kWh),Total electrical energy output of the CHP system/s (kWh),Total exported electricity for the site (kWh),Total exported thermal energy for the site (kWh),Electricity Consumed - Utility (kWh),Gas Consumed - Utility (kWh),Oil Consumed - Utility (kWh),Coal Consumed - Utility (kWh),Electricity Consumed - Local (kWh),Steam Consumed - Local (kWh),Hot Water Consumed - Local (kWh),Electricity Consumed - Renewable (kWh),Non-fossil fuel Consumed - Renewable (kWh),"Total Energy Cost (all energy supplies, utility, local & renewable) (£)",Water volume (including Borehole) (m³),Water and Sewage Cost (£),High Temperature Disposal Waste Weight (Tonnes),High Temperature Disposal Waste Cost (£),Total Waste Cost (£),Non Burn Treatment (Alternative Treatment Plant) Disposal Waste Weight (Tonnes),Landfill Disposal Waste Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Cost (£),Waste recovery/recycling volume (Tonnes),Waste recovery/recycling cost (£),Visitor/Staff concession scheme provided (Yes/No),Total parking spaces available (No.),Average fee charged per hour for patient/visitor parking (£),Designated disabled parking spaces (No.),Designated parking spaces available for patients/visitors (No.),Average fee charged per hour for Staff parking (£),Designated parking spaces available for staff (No.)
RT5,LEICESTERSHIRE PARTNERSHIP NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RT5KT,EVINGTON CENTRE,LONG STAY HOSPITAL,6272.00,6272.00,100.00,14030.00,6397.00,1.94,3763.00,2509.00,0.00,0.00,78.00,74.00,51.00,2.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,35000.00,875.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,697225.00,241741.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62865.00,7985.00,20374.00,19.43,8560.00,14538.00,0.00,35.67,0.00,0.00,4.55,877.00,No,70.00,0.00,6.00,70.00,0.00,70.00
RT5,LEICESTERSHIRE PARTNERSHIP NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RT5KW,THE HERSCHEL PRINS CENTRE,,2383.00,2383.00,100.00,5719.00,1724.00,0.50,1430.00,953.00,0.00,0.00,18.00,17.00,18.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450000.00,975530.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81163.00,1500.00,3000.00,0.33,609.00,3131.00,0.00,10.01,0.00,0.00,1.62,361.00,No,72.00,0.00,7.00,72.00,0.00,72.00
RT5,LEICESTERSHIRE PARTNERSHIP NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RT5NH,AGNES CENTRE,LONG STAY HOSPITAL,2500.00,2500.00,100.00,6500.00,2673.00,2.12,1568.00,932.00,0.00,0.00,20.00,16.00,20.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,388495.00,1033987.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74176.00,5052.00,13623.00,0.80,659.00,3112.00,0.00,9.55,0.00,0.00,3.11,612.00,No,52.00,0.00,3.00,52.00,0.00,52.00
RT6,SUFFOLK MENTAL HEALTH PARTNERSHIP NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,18932.00,18932.00,91.00,49230.00,15485.00,4.87,15070.00,3862.00,15.00,2.00,97.00,97.00,77.00,20.00,27.17,0.00,6.33,11.99,12.87,6.98,18.54,16.12,100.00,9007.00,92372.00,344711.00,85387.00,245504.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2629310.00,3100642.00,1091420.00,0.00,0.00,1464543.00,0.00,0.00,0.00,405702.00,19400.00,48417.00,9.40,26178.00,34887.00,0.00,0.00,8.40,796.00,0.00,749.00,No,112.00,0.00,5.00,84.00,0.00,28.00
RT6,SUFFOLK MENTAL HEALTH PARTNERSHIP NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RT624,ST.CLEMENTS HOSPITAL,LONG STAY HOSPITAL,9234.00,9234.00,100.00,29682.00,9598.00,11.48,500.00,8734.00,10.00,14.13,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,11.00,0.00,0.00,84.00,100.00,540993.00,4591721.00,5339828.00,1891662.00,5711361.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1471100.00,4444057.00,39081.00,0.00,0.00,0.00,0.00,0.00,0.00,261467.00,19233.00,25204.00,0.00,0.00,2790.00,0.00,0.00,0.00,0.00,0.00,0.00,No,235.00,0.00,10.00,53.00,0.00,182.00
RT6,SUFFOLK MENTAL HEALTH PARTNERSHIP NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RT630,FOXHALL HOUSE,LONG STAY HOSPITAL,912.00,802.00,100.00,2280.00,1000.00,0.11,701.00,101.00,0.00,0.00,11.00,11.00,11.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92503.00,15749.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11009.00,647.00,839.00,0.72,2559.00,5553.00,0.00,0.00,0.00,0.00,0.00,0.00,No,21.00,0.00,2.00,21.00,0.00,0.00
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RTD01,FREEMAN HOSPITAL,GENERAL ACUTE HOSPITAL,133838.00,132871.00,99.20,335049.00,42548.00,13.99,43699.00,78964.00,0.00,0.00,777.00,636.00,141.00,113.00,37.10,1.00,0.00,59.90,2.00,0.00,0.00,0.00,100.00,0.00,2724610.00,5903736.00,4495866.00,13124213.00,3.00,3944.00,83714999.00,38985278.00,31543333.00,10845556.00,0.00,167222.00,119499444.00,43500.00,0.00,0.00,0.00,0.00,0.00,0.00,4149655.00,213298.00,404151.00,69.99,183360.00,556714.00,710.01,1.24,14.93,531.00,724.94,70689.00,Yes,1644.00,1.20,59.00,550.00,0.15,1094.00
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RTD02,ROYAL VICTORIA INFIRMARY,GENERAL ACUTE HOSPITAL,157190.00,145584.00,92.60,482237.00,44745.00,13.32,55327.00,69094.00,0.00,0.00,917.00,714.00,258.00,102.00,38.60,12.46,26.07,9.70,2.20,0.28,0.00,10.69,100.00,0.00,2614417.00,2705118.00,1132977.00,6452512.00,2.00,3884.00,78310556.00,51077222.00,30342222.00,1553333.00,12483839.00,4332280.00,123645268.00,256944.00,0.00,0.00,0.00,0.00,0.00,0.00,5451107.00,232260.00,443675.00,122.07,255979.00,632188.00,708.47,1.82,23.26,531.00,731.73,80263.00,Yes,366.00,1.20,20.00,110.00,0.15,256.00
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RTD03,CAMPUS FOR AGEING AND VITALITY,GENERAL ACUTE HOSPITAL,24813.00,14428.00,58.10,88317.00,30426.00,12.20,5330.00,11933.00,0.00,0.00,49.00,43.00,10.00,23.00,0.00,0.00,3.00,2.70,41.04,50.26,0.00,3.00,100.00,0.00,333562.00,773664.00,258246.00,1365473.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4749842.00,14236774.00,10600.00,0.00,0.00,0.00,0.00,0.00,0.00,883554.00,46071.00,142272.00,3.75,3333.00,33250.00,27.97,0.00,5.22,38.00,33.19,9282.00,Yes,878.00,1.20,56.00,298.00,0.13,580.00
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RTD05,WALKERGATE HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,4590.00,3443.00,92.10,12097.00,4960.00,3.20,1882.00,681.00,0.00,0.00,34.00,23.00,0.00,24.00,0.00,0.00,1.89,1.40,21.79,21.89,10.66,42.37,100.00,0.00,0.00,0.00,7035.00,284.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,151711.00,418330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34614.00,2788.00,13552.00,0.07,195.00,3138.00,3.11,0.00,0.00,0.00,3.11,1191.00,No,77.00,0.00,6.00,38.00,0.00,39.00
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,11263.00,11263.00,100.00,28674.00,5957.00,2.00,2702.00,9375.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,1.00,35.00,0.00,5.00,54.00,100.00,0.00,500000.00,1250000.00,1050000.00,602932.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,860218.00,1724296.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,166235.00,8324.00,27183.00,1.16,1769.00,18654.00,1.89,41.21,0.00,0.00,19.51,3423.00,None,169.00,1.60,8.00,0.00,0.26,99.00
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTE01,CHELTENHAM GENERAL HOSPITAL,GENERAL ACUTE HOSPITAL,57531.00,57531.00,100.00,129673.00,23081.00,6.14,32834.00,19273.00,0.00,0.00,411.00,359.00,78.00,8.00,13.16,27.86,28.68,6.37,7.17,0.96,0.00,15.80,100.00,4000000.00,6500000.00,14000000.00,15000000.00,11643984.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10001463.00,18496289.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1501255.00,83435.00,170243.00,115.63,91250.00,272526.00,233.12,304.19,3.47,819.00,134.03,7726.00,Yes,648.00,1.60,59.00,311.00,0.26,345.00
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTE03,GLOUCESTER ROYAL HOSPITAL,GENERAL ACUTE HOSPITAL,96661.00,95433.00,100.00,207437.00,41097.00,15.47,45235.00,39808.00,0.00,0.00,611.00,547.00,86.00,86.00,36.65,4.39,8.26,37.37,10.80,0.40,0.00,2.13,100.00,3000000.00,5000000.00,13000000.00,12000000.00,9062473.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20138782.00,24151207.00,48389.00,0.00,0.00,0.00,0.00,0.00,0.00,2869446.00,246398.00,467945.00,132.16,107949.00,449129.00,432.76,587.47,5.65,1266.00,267.85,20706.00,Yes,1773.00,1.60,98.00,586.00,0.26,1170.00
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTFDC,TYNEMOUTH COURT,LONG STAY HOSPITAL,1469.00,1469.00,100.00,4113.00,1469.00,0.53,1347.00,348.00,0.00,0.00,42.00,42.00,0.00,20.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,47000.00,23500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126436.00,358819.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25149.00,1046.00,3667.00,0.00,0.00,4814.00,150.00,1.78,0.00,0.00,0.30,54.00,Yes,15.00,0.00,1.00,6.00,0.08,8.00
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTFDH,BERWICK INFIRMARY,GENERAL ACUTE HOSPITAL,6206.00,5387.00,100.00,17500.00,5511.00,1.60,3705.00,935.00,2.03,19.21,37.00,23.00,2.00,15.00,0.00,0.00,20.00,0.00,0.00,40.00,40.00,0.00,100.00,0.00,0.00,40000.00,3850000.00,1296666.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,353988.00,2965490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128680.00,6167.00,21097.00,0.26,1029.00,11818.00,0.70,12.00,0.00,0.00,11.74,1474.00,Yes,75.00,1.20,9.00,30.00,0.08,45.00
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTFDJ,ALNWICK INFIRMARY,SHORT TERM NON-ACUTE HOSPITAL,4441.00,4441.00,100.00,12524.00,3686.00,1.30,2736.00,1275.00,1.34,19.52,39.00,28.00,0.00,12.00,0.00,0.00,15.00,0.00,50.00,0.00,0.00,35.00,100.00,0.00,200000.00,0.00,518000.00,220720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370495.00,1777691.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92924.00,4032.00,12224.00,0.27,1233.00,15933.00,1.08,7.70,0.00,0.00,11.68,1556.00,Yes,152.00,1.20,8.00,60.00,0.08,92.00
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTFDM,MORPETH COTTAGE HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,4583.00,3011.00,100.00,12924.00,3407.00,1.40,1150.00,1861.00,0.00,62.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,5.00,0.00,15.00,100.00,0.00,0.00,0.00,2975000.00,2975000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,145904.00,1357862.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53305.00,1844.00,7761.00,0.36,677.00,7677.00,0.43,10.00,0.00,0.00,9.61,1613.00,Yes,54.00,1.20,3.00,22.00,0.08,32.00
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTFDR,HEXHAM GENERAL HOSPITAL,GENERAL ACUTE HOSPITAL,21038.00,21038.00,100.00,82929.00,8281.00,4.33,10343.00,5774.00,0.00,8.76,91.00,69.00,77.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4488889.00,5772100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,621602.00,17151.00,58222.00,4.36,15495.00,54066.00,50.82,82.00,0.00,0.00,38.48,6027.00,Yes,210.00,1.20,10.00,140.00,0.08,70.00
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,1274.00,954.00,100.00,2806.00,954.00,0.40,569.00,142.00,33.10,38.35,20.00,15.00,0.00,4.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,75.00,100.00,0.00,0.00,0.00,1643000.00,1643000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90356.00,512163.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27238.00,1795.00,5063.00,0.00,0.00,3700.00,100.00,0.48,0.00,0.00,0.48,36.00,Yes,20.00,0.00,2.00,10.00,0.08,10.00
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTFDX,BLYTH COMMUNITY HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,5346.00,5246.00,100.00,14793.00,4435.00,1.70,2745.00,1382.00,0.00,0.00,80.00,65.00,0.00,14.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,300000.00,0.00,374000.00,312466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,454917.00,1712583.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96397.00,5786.00,22952.00,0.86,1813.00,13601.00,2.39,10.00,0.00,0.00,7.28,260.00,Yes,103.00,0.00,8.00,43.00,0.08,60.00
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTFDY,"UNIT 7/8, SILVER FOX WAY, COBALT BUSINESS PARK",SUPPORT FACILITY,5817.00,5817.00,100.00,20037.00,1874.00,0.90,0.00,5501.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,963802.00,653868.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128247.00,4229.00,13337.00,0.00,0.00,11494.00,0.00,21.00,0.00,0.00,37.35,6370.00,Yes,120.00,0.00,6.00,60.00,0.08,60.00
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTFED,WANSBECK GENERAL HOSPITAL,GENERAL ACUTE HOSPITAL,37186.00,37186.00,100.00,104864.00,20054.00,11.80,21139.00,12078.00,5.91,4.86,366.00,283.00,23.00,22.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,1575000.00,600000.00,1000200.00,1628340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7455546.00,10049705.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,754033.00,55626.00,115654.00,19.06,51863.00,168197.00,237.96,304.76,3.32,1872.00,63.79,14695.00,Yes,858.00,1.20,38.00,300.00,0.08,558.00
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTFEF,ROTHBURY COMMUNITY HOSPITAL,MULTI-SERVICE HOSPITAL,1519.00,1519.00,100.00,4413.00,831.00,0.75,1021.00,96.00,0.00,3.53,13.00,7.00,13.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,252719.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22152.00,996.00,3451.00,0.62,390.00,3278.00,49.00,2.88,0.00,0.00,1.08,2.00,Yes,24.00,0.00,3.00,8.00,0.08,16.00
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTFFQ,SIR GB HUNTER WAR MEMORIAL HOSPITAL,GENERAL ACUTE HOSPITAL,2287.00,1929.00,95.60,5401.00,1174.00,0.23,1696.00,233.00,17.96,40.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,60.00,100.00,0.00,250000.00,0.00,498000.00,274900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64388.00,375958.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20251.00,829.00,2543.00,0.50,225.00,2965.00,11.00,96.00,0.00,0.00,0.20,36.00,Yes,10.00,0.00,2.00,5.00,0.08,5.00
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,GENERAL ACUTE HOSPITAL,57256.00,57256.00,100.00,160317.00,40764.00,15.50,31277.00,21600.00,1.92,7.47,583.00,441.00,63.00,91.00,4.00,27.00,17.00,52.00,0.00,0.00,0.00,0.00,100.00,0.00,1270000.00,610000.00,830000.00,1318000.00,1.00,1413.00,46872778.00,19035833.00,11653889.00,425833.00,0.00,8040149.00,81112.00,134710.00,0.00,0.00,16093152.00,3423065.00,0.00,0.00,1550475.00,73928.00,183758.00,16.00,44882.00,189613.00,283.22,304.44,1.77,994.00,63.79,11396.00,Yes,1075.00,1.20,46.00,372.00,0.08,703.00
RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTGFA,LONDON ROAD COMMUNITY HOSPITAL,GENERAL ACUTE HOSPITAL,83418.00,23023.00,100.00,79660.00,41000.00,14.00,18400.00,4623.00,80.00,0.00,60.00,56.00,12.00,0.00,20.21,0.00,60.29,0.00,8.62,6.08,0.00,4.80,100.00,18000.00,188000.00,6000.00,8000000.00,212000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4126700.00,12773158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,809735.00,35836.00,74025.00,28.67,14557.00,53145.00,0.00,232.50,4.00,1280.00,31.73,3395.00,Yes,950.00,1.03,40.00,416.00,0.08,534.00
RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTGFG,ROYAL DERBY HOSPITAL,GENERAL ACUTE HOSPITAL,153199.00,153199.00,100.00,543044.00,52664.00,16.18,130034.00,23165.00,0.00,2.00,992.00,824.00,309.00,0.00,76.00,7.00,17.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,200000.00,200000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33156376.00,37429466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3511255.00,205996.00,406793.00,808.83,342876.00,514211.00,0.00,956.41,15.50,4960.00,406.82,43530.00,Yes,3113.00,1.03,153.00,980.00,0.08,2133.00
RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RTH02,THE CHURCHILL HOSPITAL,GENERAL ACUTE HOSPITAL,88745.00,78633.00,100.00,146000.00,60000.00,28.25,35500.00,43474.00,35.00,12.00,241.00,220.00,116.00,39.00,40.00,13.00,9.00,5.00,7.00,1.00,1.00,24.00,100.00,431760.00,727824.00,1962452.00,3312216.00,2158800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15648181.00,6230383.00,13380767.00,0.00,0.00,0.00,0.00,1738687.00,0.00,2725412.00,178924.00,272080.00,71.30,28074.00,186333.00,278.70,274.60,2.05,1887.00,262.20,14822.00,Yes,1037.00,0.83,107.00,410.00,0.08,627.00
RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RTH03,NUFFIELD ORTHOPAEDIC CENTRE,SPECIALIST HOSPITAL,29792.00,29154.00,98.00,86136.00,15285.00,9.08,23500.00,3342.00,2.00,1.00,136.00,99.00,34.00,0.00,49.00,44.00,1.00,0.00,0.00,0.00,1.00,5.00,100.00,6800.00,495953.00,346605.00,253200.00,517160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6955991.00,7283207.00,174016.00,0.00,0.00,0.00,0.00,0.00,0.00,948096.00,41175.00,84943.00,31.39,11278.00,104537.00,116.00,132.72,1.20,0.00,82.00,4016.00,Yes,485.00,1.00,55.00,137.00,0.06,280.00
RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RTH05,THE HORTON HOSPITAL,GENERAL ACUTE HOSPITAL,27544.00,26854.00,100.00,69000.00,22500.00,9.93,13500.00,13354.00,33.00,13.00,226.00,201.00,20.00,22.00,1.00,4.00,31.00,9.00,31.00,8.00,0.00,16.00,100.00,0.00,503720.00,973516.00,425592.00,771000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3025081.00,9104708.00,69680.00,0.00,0.00,0.00,0.00,336120.00,0.00,603061.00,35253.00,63223.00,26.60,7893.00,94454.00,150.70,95.30,1.90,3221.00,96.00,6508.00,Yes,577.00,0.67,27.00,239.00,0.05,338.00
RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RTH08,THE JOHN RADCLIFFE HOSPITAL,GENERAL ACUTE HOSPITAL,185147.00,182047.00,100.00,505000.00,52600.00,26.70,73000.00,109047.00,57.00,2.00,805.00,729.00,192.00,139.00,38.00,3.00,3.00,45.00,10.00,0.00,0.00,1.00,100.00,154200.00,1377520.00,17212832.00,13439044.00,6476400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29556514.00,42781097.00,322318.00,0.00,0.00,0.00,0.00,3234518.00,0.00,4477438.00,225753.00,325778.00,120.20,43455.00,510662.00,836.20,889.90,19.60,12610.00,403.50,30125.00,Yes,2369.00,0.83,109.00,743.00,0.08,1626.00
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RTK01,ST PETER'S HOSPITAL,GENERAL ACUTE HOSPITAL,58867.00,57100.00,97.00,134447.00,29068.00,25.43,41805.00,15296.00,0.00,3.00,450.00,450.00,50.00,29.00,19.42,9.74,13.02,22.58,16.02,1.57,0.00,17.65,100.00,0.00,6341225.00,1206790.00,6997518.00,7161656.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10714678.00,10113633.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,998208.00,75782.00,112358.00,106.36,76579.00,244053.00,313.25,0.00,0.70,1220.00,448.98,41792.00,Yes,1566.00,1.33,67.00,579.00,0.13,987.00
