Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Post Code,Estates and facilities finance costs (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance cost (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Income received for area leased out for retail sales (£),Area leased out for retail sales (m²),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Clinical space (m²),Non-clinical space (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Age profile - total (must equal 100%) (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Cost to eradicate Safety related Critical Infrastructure Risk (£),Cost to eradicate non-compliance related Critical Infrastructure Risk (£),Cost to eradicate continuity related Critical Infrastructure Risk (£),CHP units operated on the site (No.),CHP unit/s size (Watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy costs (all energy supplies) (£),Electricity consumed (kWh),Gas consumed (kWh),Oil consumed (kWh),Coal consumed (kWh),Steam consumed (kWh),Hot water consumed (kWh),Electricity consumed - green energy tariff (kWh),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Electrical energy output of owned onsite renewables (kWh),Peak electrical load (MW),Maximum electrical load (MW),Water cost (£),Sewage cost (£),Water volume (including borehole) (m³),Landfill disposal cost (£),Landfill disposal volume (Tonnes),Incineration disposal cost (£),Incineration disposal volume (Tonnes),Waste reycling cost (£),Waste reycling volume (Tonnes),Other recovery cost (£),Other recovery volume (Tonnes),Parking spaces available (No.),Designated disabled parking spaces (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),Routine cleaning method/s - Traditional wet-mopping (disposable) (Yes/No),Routine cleaning method/s - Traditional wet-mopping (reusable) (Yes/No),Routine cleaning method/s - Microfibre (disposable) (Yes/No),Routine cleaning method/s - Microfibre (reusable) (Yes/No),Routine cleaning method/s - Disposable wipes (Yes/No),Routine cleaning method/s - Other (Yes/No),Enhanced cleaning method/s - Steam Cleaning (Yes/No),Enhanced cleaning method/s - Hydrogen peroxide fogging (Yes/No),Enhanced cleaning method/s - UV Light (Yes/No),Enhanced cleaning method/s - Chlorine-releasing cleaner (Yes/No),Enhanced cleaning method/s - Sporicidal cleaner (Yes/No),Enhanced cleaning method/s - Other (Yes/No),Cleaning audit processes - Visual audits based on the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - Visual audits based on an alternative Specification to the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - ATP swab testing (Yes/No),Cleaning audit processes - UV light testing (Yes/No),Cleaning audit processes - Microbiological swab testing (Yes/No),Cleaning audit processes - Other (Yes/No),Cost of cleaning occupied floor area assessed as Red/Very High Risk (£),Occupied floor area assessed as Red/Very High Risk (%),Required standard for occupied floor area assessed as Red/Very High Risk (%),Achieved standard for occupied floor area identified as Red/Very High Risk (%),Cost of cleaning occupied floor area assessed as Amber/High and Significant Risk (£),Occupied floor area assessed as Amber/High and Significant Risk (%),Required standard for occupied floor area assessed as Amber/High and Significant Risk (%),Achieved standard for occupied floor area identified as Amber/High and Significant Risk (%),Cost of cleaning occupied floor area assessed as Green/Low Risk (£),Occupied floor area assessed as Green/Low Risk (%),Required standard for occupied floor area assessed as Green/Low Risk (%),Achieved standard for occupied floor area identified as Green/Low Risk (%),Cost of cleaning the occupied floor area not requiring regular cleaning (£),Occupied floor area not requiring regular cleaning (%),Inpatient food service cost (£),Inpatient main meals requested (No.),Cost of feeding one inpatient per day (inpatient meal day) (£),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Portering service cost (£),Portering staff (WTE)
RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX2C8,HORSHAM HOSPITAL - IRIS WARD,1. General acute hospital,7. Leased from NHS Property Services,RH12 2DR,90510.00,52661.00,1834.00,0.00,0.00,39044.00,0.00,0.00,946.00,946.00,0.00,2668.00,0.00,0.00,846.00,100.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX2E7,DEPARTMENT OF PSYCHIATRY,4. Mental Health (including Specialist services),4. SLA/lease from NHS,BN21 2UD,496324.00,16812.00,0.00,0.00,0.00,49.00,0.00,0.00,3769.00,3769.00,0.00,10629.00,0.00,0.00,2932.00,827.00,10.00,13.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,1200.00,270.00,6240.00,12018.00,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60452.00,293433.00,0.00,0.00,0.00,994784.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5267.00,8258.00,7567.00,0.00,0.00,4171.00,4.57,2119.00,8.88,9496.00,39.64,46.00,2.00,0.00,0.00,No,240435.00,9.40,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,240435.00,100.00,90.00,95.74,0.00,0.00,0.00,0.00,0.00,0.00,161978.00,59130.00,8.22,23762.00,44573.00,1. Full Service – Contracted,0.00,0.00
RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX2E9,HELLINGLY CENTRE,4. Mental Health (including Specialist services),1. Freehold,BN27 4EP,808936.00,92207.00,0.00,0.00,0.00,195.00,0.00,0.00,3145.00,3145.00,100.00,8869.00,2.14,0.00,2645.00,500.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,28.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,360.00,900.00,180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55532.00,253551.00,1055480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6466.00,8985.00,4002.00,0.00,0.00,1127.00,1.07,1012.00,4.24,8189.00,35.41,40.00,3.00,0.00,0.00,No,346098.00,15.40,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,346098.00,100.00,90.00,96.17,0.00,0.00,0.00,0.00,0.00,0.00,200922.00,73913.00,8.16,9583.00,21773.00,1. Full Service – Contracted,0.00,0.00
RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX2F3,AMBERSTONE HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,BN27 4HU,300559.00,13573.00,0.00,0.00,0.00,1211.00,0.00,0.00,2626.00,2626.00,100.00,7405.00,1.31,0.00,1560.00,1066.00,5.00,5.00,0.00,0.00,4.00,24.00,0.00,0.00,0.00,19.00,81.00,0.00,0.00,0.00,0.00,0.00,100.00,480.00,9540.00,3696.00,6026.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46417.00,275803.00,762008.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4130.00,5846.00,2466.00,0.00,0.00,0.00,0.00,2578.00,10.80,4390.00,24.96,55.00,4.00,0.00,0.00,No,152053.00,5.30,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,0.00,0.00,0.00,0.00,152053.00,100.00,90.00,95.67,0.00,0.00,0.00,0.00,0.00,0.00,83740.00,26280.00,9.56,2510.00,3723.00,1. Full Service – Contracted,0.00,0.00
RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX2G2,"SOUTHVIEW, HELLINGLY",4. Mental Health (including Specialist services),1. Freehold,BN27 4EP,96281.00,5243.00,0.00,0.00,0.00,865.00,0.00,0.00,1219.00,1219.00,100.00,3438.00,0.83,0.00,991.00,228.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,690.00,3270.00,1092.00,1753.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16979.00,98782.00,179785.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2506.00,3483.00,1551.00,0.00,0.00,453.00,0.51,506.00,2.12,338.00,13.36,49.00,0.00,0.00,0.00,No,90362.00,3.20,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,90362.00,100.00,90.00,95.74,0.00,0.00,0.00,0.00,0.00,0.00,64938.00,24638.00,7.91,1674.00,4387.00,1. Full Service – Contracted,0.00,0.00
RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX2K3,"ST ANNE'S CENTRE & EMI WARDS, ST. LEONARDS-ON-SEA",4. Mental Health (including Specialist services),1. Freehold,TN37 7PT,179251.00,14715.00,0.00,0.00,0.00,1211.00,0.00,0.00,2725.00,2725.00,100.00,7685.00,1.19,0.50,2200.00,525.00,100.00,100.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,3.00,0.00,97.00,0.00,0.00,0.00,0.00,100.00,690.00,3270.00,52680.00,10411.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46101.00,379578.00,305994.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3877.00,6326.00,2947.00,0.00,0.00,525.00,0.36,1002.00,4.16,5307.00,19.05,24.00,0.00,0.00,0.00,No,172964.00,6.67,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,172964.00,100.00,90.00,95.46,0.00,0.00,0.00,0.00,0.00,0.00,78133.00,19710.00,11.89,7353.00,18637.00,1. Full Service – Contracted,0.00,0.00
RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX2L6,"WOODLANDS, ST. LEONARDS-ON-SEA",4. Mental Health (including Specialist services),1. Freehold,TN37 7PT,317398.00,20075.00,0.00,0.00,0.00,969.00,0.00,0.00,2092.00,2092.00,100.00,5899.00,0.92,0.00,1782.00,310.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,510.00,270.00,3210.00,960.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34778.00,291404.00,234913.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4564.00,8114.00,3565.00,0.00,0.00,779.00,0.63,1012.00,4.24,5341.00,17.53,57.00,2.00,0.00,0.00,No,153019.00,4.95,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,153019.00,100.00,90.00,92.69,0.00,0.00,0.00,0.00,0.00,0.00,139250.00,59130.00,7.06,7355.00,17134.00,1. Full Service – Contracted,0.00,0.00
RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX2L8,"BEECHWOOD UNIT, UCKFIELD",4. Mental Health (including Specialist services),4. SLA/lease from NHS,TN22 5AW,310743.00,52968.00,4824.00,0.00,0.00,24248.00,0.00,0.00,2066.00,2066.00,0.00,5826.00,0.00,0.00,2016.00,50.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,630.00,360.00,1740.00,1500.00,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23202.00,137894.00,380995.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2072.00,2930.00,1242.00,0.00,0.00,0.00,0.00,1284.00,4.90,2190.00,11.48,0.00,0.00,0.00,0.00,No,28474.00,1.25,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,28474.00,100.00,90.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,33155.00,19710.00,5.05,0.00,0.00,0. No Service,0.00,0.00
RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX2P0,LANGLEY GREEN HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,RH11 7SE,912203.00,56332.00,0.00,0.00,0.00,2332.00,0.00,0.00,5232.00,5232.00,100.00,14754.00,1.42,0.00,4732.00,500.00,0.00,0.00,0.00,0.00,69.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,750.00,2550.00,990.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82644.00,576608.00,1061649.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7844.00,5203.00,5903.00,0.00,0.00,1162.00,1.18,2005.00,8.40,12127.00,56.25,65.00,4.00,0.00,0.00,No,506188.00,15.80,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,253094.00,50.00,90.00,95.00,253094.00,50.00,90.00,95.00,0.00,0.00,349037.00,141255.00,7.41,22183.00,50766.00,1. Full Service – Contracted,0.00,0.00
RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX2WA,78 CRAWLEY ROAD,4. Mental Health (including Specialist services),1. Freehold,RH12 4HN,239402.00,22095.00,0.00,0.00,0.00,0.00,0.00,0.00,1542.00,1542.00,100.00,4348.00,1.50,0.50,1388.00,154.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,1250.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24407.00,137405.00,356339.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1912.00,3400.00,2907.00,0.00,0.00,4.00,0.00,449.00,1.88,2547.00,8.08,9.00,2.00,0.00,0.00,No,44810.00,2.00,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,33135.00,75.00,90.00,95.00,11045.00,25.00,90.00,95.00,0.00,0.00,86753.00,39420.00,6.60,0.00,0.00,0. No Service,0.00,0.00
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,Aggregate Site,,DL2 2TS,3980615.00,197803.00,0.00,0.00,349153.00,287604.00,0.00,0.00,47110.00,37018.00,49.85,115591.00,40.82,0.00,18043.00,18975.00,4.08,5.88,7.29,0.00,14.00,11.00,0.00,0.00,10.58,12.16,15.26,6.99,4.12,19.56,0.70,30.63,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,390004.00,1882465.00,3882461.00,5425.00,0.00,0.00,0.00,0.00,0.00,52080.00,0.00,0.24,0.15,21635.00,40237.00,16322.00,12012.00,57.08,10077.00,8.95,35827.00,171.80,0.00,0.00,594.00,33.00,0.00,0.00,No,380172.00,15.21,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,69916.00,29832.00,5.91,2210.00,4008.00,1. Full Service – Contracted,0.00,0.00
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX33A,ROSEBERRY PARK FKA ST LUKE'S HOSPITAL,4. Mental Health (including Specialist services),2. Whole site - Private Finance Initiative (PFI),TS4 3AF,2231068.00,47924.00,0.00,0.00,107709.00,113861.00,0.00,0.00,33975.00,33975.00,100.00,74516.00,17.84,0.00,28254.00,5721.00,0.00,0.00,5.00,0.00,355.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,476779.00,3694195.00,7387358.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37798.00,1.60,0.63,48429.00,81145.00,42328.00,8032.00,63.23,2739.00,11.94,21582.00,174.58,0.00,0.00,310.00,10.00,0.00,0.00,No,1568950.00,62.76,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,1304739.00,83.16,92.00,96.00,264211.00,16.84,85.00,96.00,0.00,0.00,1055386.00,359754.00,8.80,115224.00,183250.00,1. Full Service – Contracted,282960.00,10.00
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX33V,ACOMB GARTH,4. Mental Health (including Specialist services),7. Leased from NHS Property Services,YO24 4LJ,249408.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1367.00,684.00,100.00,1845.00,0.15,0.00,547.00,137.00,0.00,0.00,50.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,475.00,1.70,0.00,0.00,1522.00,6.34,0.00,0.00,25.00,2.00,0.00,0.00,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX33Y,MEADOWFIELDS,4. Mental Health (including Specialist services),7. Leased from NHS Property Services,YO24 1HD,147475.00,3484.00,0.00,0.00,0.00,0.00,0.00,0.00,1487.00,744.00,100.00,2007.00,0.16,0.00,595.00,149.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,25.00,2.00,0.00,0.00,No,78060.00,3.12,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,69895.00,89.54,92.00,75.00,8243.00,10.46,85.00,75.00,0.00,0.00,64700.00,14574.00,13.31,2134.00,7330.00,1. Full Service – Contracted,Not Applicable,Not Applicable
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX34L,PEPPERMILL COURT CUE,4. Mental Health (including Specialist services),7. Leased from NHS Property Services,YO31 8SS,415550.00,12076.00,309.00,0.00,323526.00,10035.00,0.00,0.00,1793.00,1793.00,100.00,4841.00,0.20,0.00,1434.00,359.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,377.00,2.35,468.00,0.51,1468.00,9.38,0.00,0.00,25.00,0.00,0.00,0.00,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,56360.00,12246.00,13.80,2282.00,7833.00,1. Full Service – Contracted,Not Applicable,Not Applicable
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX34X,WORSLEY COURT,4. Mental Health (including Specialist services),7. Leased from NHS Property Services,YO8 9BX,144401.00,2751.00,0.00,0.00,0.00,270.00,0.00,0.00,1253.00,627.00,100.00,1692.00,0.14,0.00,501.00,125.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,181.00,1.29,331.00,1.81,625.00,4.41,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,49270.00,1.97,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,37874.00,76.87,92.00,0.00,11396.00,23.13,85.00,0.00,0.00,0.00,44955.00,9405.00,14.34,2436.00,8235.00,1. Full Service – Contracted,Not Applicable,Not Applicable
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX35E,CHERRY TREE HOUSE,4. Mental Health (including Specialist services),7. Leased from NHS Property Services,YO31 0PN,157707.00,1186.00,0.00,0.00,0.00,0.00,0.00,0.00,1447.00,724.00,100.00,3907.00,0.16,0.00,579.00,145.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,234.00,1.38,865.00,2.22,966.00,5.60,0.00,0.00,18.00,0.00,0.00,0.00,No,74098.00,3.00,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,59123.00,79.79,92.00,74.00,14842.00,20.21,85.00,74.00,0.00,0.00,74090.00,17247.00,12.88,3096.00,10540.00,1. Full Service – Contracted,Not Applicable,Not Applicable
