Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Post Code,Hard FM (Estates) costs (£),Soft FM (Hotel services) costs (£),Estates and facilities finance costs (£),Maintenance service costs (£),Income received for area leased out for retail sales (£),Area leased out for retail sales (m²),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Building footprint (m²),Site land area (Hectare),Clinical space (m²),Non-clinical space (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Risk adjusted backlog cost (£),Energy costs (all energy supplies) (£),Electricity consumed (kWh),Gas consumed (kWh),Oil  consumed (kWh),Coal consumed (kWh),Steam consumed (kWh),Hot water consumed (kWh),Electricity consumed - renewable (kWh),Non-fossil fuel consumed - renewable (kWh),"Fossil energy input to CHP system/s
 (kWh)","Thermal energy output of CHP system/s
 (kWh)","Electrical energy output of CHP system/s
 (kWh)",Exported electricity (kWh),Exported thermal energy (kWh),Water cost (£),Sewage cost (£),Water volume (including borehole) (m³),"Clinical waste cost
 (£)",Clinical waste volume (Tonnes),Special waste cost (£),Special waste volume (Tonnes),Domestic waste cost (£),"Waste recycling, recovery cost (£)",Parking spaces available (No.),Designated disabled parking spaces (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),Routine cleaning method/s - Traditional wet-mopping (disposable) (Yes/No),Routine cleaning method/s - Traditional wet-mopping (reusable) (Yes/No),Routine cleaning method/s - Microfibre (disposable) (Yes/No),Routine cleaning method/s - Microfibre (reusable) (Yes/No),Routine cleaning method/s - Disposable wipes (Yes/No),Routine cleaning method/s - Other (Yes/No),Enhanced cleaning method/s - Steam Cleaning (Yes/No),Enhanced cleaning method/s - Hydrogen peroxide fogging (Yes/No),Enhanced cleaning method/s - UV Light (Yes/No),Enhanced cleaning method/s - Chlorine-releasing cleaner (Yes/No),Enhanced cleaning method/s - Sporicidal cleaner (Yes/No),Enhanced cleaning method/s - Other (Yes/No),Cleaning audit processes - Visual audits based on the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - Visual audits based on an alternative Specification to the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - ATP Swab Testing (Yes/No),Cleaning audit processes - UV light Testing (Yes/No),Cleaning audit processes - Microbiological Swab Testing (Yes/No),Cleaning audit processes - Other (Yes/No),Cost of cleaning occupied floor area assessed as Red/Very High Risk (£),Occupied floor area assessed as Red/Very High Risk (%),Required standard for occupied floor area assessed as Red/Very High Risk (%),Achieved standard for occupied floor area identified as Red/Very High Risk (%),Cost of cleaning occupied floor area assessed as Amber/High and Significant Risk (£),Occupied floor area assessed as Amber/High and Significant Risk (%),Required standard for occupied floor area assessed as Amber/High and Significant Risk (%),Achieved standard for occupied floor area identified as Amber/High and Significant Risk (%),Cost of cleaning occupied floor area assessed as Green/Low Risk (£),Occupied floor area assessed as Green/Low Risk (%),Required standard for occupied floor area assessed as Green/Low Risk (%),Achieved standard for occupied floor area identified as Green/Low Risk (%),Cost of cleaning the occupied floor area not requiring regular cleaning (£),Occupied floor area not requiring regular cleaning (%),Inpatient food service cost (£),Inpatient main meals requested (No.),Cost of feeding one inpatient per day (inpatient meal day) (£),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Portering service cost (£),Portering staff (WTE)
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX4K2,MONKWEARMOUTH HOSPITAL,Mental Health,SR5 1NB,725468.00,1058239.00,697880.00,376421.00,0.00,0.00,13025.00,12381.00,100.00,37356.00,9326.00,3.58,8828.00,3553.00,0.00,0.00,0.52,0.00,40.00,0.00,0.00,22.48,10.06,8.63,1.35,0.00,0.00,0.00,57.48,0.00,257500.00,535600.00,103000.00,291110.00,178971.00,1129676.00,2446334.00,0.00,0.00,0.00,0.00,23940.00,0.00,0.00,0.00,0.00,0.00,0.00,23822.00,19774.00,18640.00,0.00,0.00,876.00,1.84,15973.00,13095.00,208.00,18.00,0.67,0.00,No,494192.00,18.76,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,489192.00,83.00,95.00,98.00,0.00,0.00,0.00,0.00,5000.00,17.00,147495.00,37647.00,11.75,8977.00,23066.00,2. Full Service – In house,44864.00,1.46
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX4W4,WALKERGATE PARK,Mental Health,NE6 4QD,978876.00,670691.00,2412136.00,733347.00,0.00,0.00,17399.00,17399.00,100.00,48899.00,7002.00,2.10,10044.00,7355.00,0.00,0.00,0.00,0.00,66.00,1.00,0.00,92.11,0.00,7.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165893.00,1131301.00,2320177.00,0.00,0.00,0.00,0.00,40413.00,0.00,0.00,0.00,0.00,0.00,0.00,15312.00,21230.00,12528.00,0.00,0.00,4086.00,8.82,15339.00,10966.00,203.00,25.00,0.67,0.00,No,473015.00,17.96,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,467015.00,68.00,95.00,98.00,0.00,0.00,0.00,0.00,6000.00,32.00,254430.00,64940.00,11.75,15485.00,39789.00,2. Full Service – In house,77390.00,2.52
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX4Y0,ROSE LODGE,Mental Health and Learning Disabilities,NE31 2TH,93362.00,55251.00,74375.00,49295.00,0.00,0.00,1278.00,1278.00,100.00,3250.00,1022.00,1.09,1022.00,256.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15650.00,113246.00,148786.00,0.00,0.00,0.00,0.00,5991.00,0.00,0.00,0.00,0.00,0.00,0.00,1594.00,2682.00,1307.00,15.00,0.01,854.00,0.74,1876.00,0.00,19.00,2.00,0.00,0.00,No,40228.00,1.53,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,39205.00,50.00,95.00,98.00,0.00,0.00,95.00,98.00,1000.00,50.00,44249.00,11294.00,11.75,2693.00,6920.00,2. Full Service – In house,13459.00,0.44
RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,AMBULANCE,AGGRE,AGGREGATE SITE,Aggregate Site,NE15 8NY,938114.00,1622591.00,1310787.00,528847.00,0.00,0.00,27322.00,27322.00,54.51,41367.00,23778.00,11.35,Not Applicable,Not Applicable,0.86,Not Applicable,0.00,5.79,Not Applicable,Not Applicable,0.00,18.13,17.42,21.58,30.12,5.76,3.83,0.81,2.35,0.00,109576.00,137211.00,143777.00,120815.00,649123.00,2346623.00,3667860.00,114000.00,0.00,0.00,0.00,330000.00,0.00,0.00,0.00,0.00,0.00,0.00,39290.00,58075.00,13907.00,15856.00,16.90,10098.00,6.40,21464.00,31325.00,488.00,17.00,Not Applicable,Not Applicable,Not Applicable,432608.00,15.03,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,239431.00,288000.00,1. Full Service – Contracted,Not Applicable,Not Applicable
RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,AMBULANCE,AGGRE,AGGREGATE SITE,Aggregate Site,BL1 5DD,2260695.00,4521115.00,5660291.00,1843395.00,0.00,0.00,66420.00,66420.00,99.00,81518.00,68459.00,31.00,Not Applicable,Not Applicable,17.70,Not Applicable,2.46,4.05,Not Applicable,Not Applicable,0.00,2.13,1.41,15.64,14.41,33.97,19.72,2.96,9.76,0.00,65785.00,225550.00,2058144.00,195007.00,1086891.00,5019024.00,9828073.00,14339.00,0.00,0.00,0.00,186361.00,0.00,0.00,0.00,4741.00,85337.00,0.00,271846.00,40841.00,38161.00,57111.00,63.39,0.00,0.00,114786.00,29106.00,2063.00,40.00,Not Applicable,Not Applicable,Not Applicable,908804.00,27.90,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,177398.00,278189.00,1. Full Service – Contracted,Not Applicable,Not Applicable
RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,AMBULANCE,AGGRE,AGGREGATE SITE,Aggregate Site,WF2 0XQ,6608702.00,1643347.00,0.00,1076746.00,0.00,0.00,61629.00,61129.00,74.00,265355.00,52646.00,15.22,Not Applicable,Not Applicable,0.00,Not Applicable,0.00,12.00,Not Applicable,Not Applicable,0.00,7.00,19.00,22.00,12.00,13.00,13.00,4.00,10.00,88950.00,370800.00,812800.00,1084450.00,549952.00,1131577.00,5879958.00,8750283.00,165600.00,0.00,0.00,0.00,181405.00,0.00,0.00,0.00,0.00,0.00,0.00,56888.00,54639.00,36647.00,48008.00,49.76,0.00,0.00,81421.00,600.00,1170.00,30.00,Not Applicable,Not Applicable,Not Applicable,1398820.00,42.29,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,159971.00,46729.00,2. Full Service – In house,Not Applicable,Not Applicable
RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,AMBULANCE,AGGRE,AGGREGATE SITE,Aggregate Site,NG8 3LL,2570190.00,2714242.00,4055263.00,892878.00,0.00,0.00,47289.00,45276.00,100.00,146123.00,51768.00,19.50,Not Applicable,Not Applicable,0.00,Not Applicable,4.25,0.00,Not Applicable,Not Applicable,0.00,5.38,1.08,27.96,15.05,12.90,27.96,7.53,2.14,0.00,37772.00,508302.00,943454.00,110360.00,732587.00,3797314.00,7880964.00,34134.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36346.00,88984.00,27972.00,29841.00,33.00,0.00,0.00,30462.00,22980.00,1446.00,22.00,Not Applicable,Not Applicable,Not Applicable,84553.00,31.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,291371.00,455260.00,1. Full Service – Contracted,Not Applicable,Not Applicable
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,Aggregate Site,CH2 1UL,925295.00,1995495.00,2033533.00,61988.00,0.00,0.00,21157.00,21157.00,100.00,59239.00,16739.00,5.94,11851.00,9257.00,10.00,6.00,0.00,0.00,0.00,6.00,0.00,16.00,3.00,25.00,24.00,17.00,0.00,6.00,9.00,0.00,128000.00,413000.00,381000.00,223000.00,425571.00,1667788.00,2641152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23451.00,48407.00,10183.00,20461.00,14.07,657.00,2.74,26165.00,13502.00,673.00,49.00,0.00,0.00,No,550570.00,17.90,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0. No Service,292778.00,7.11
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA19,BOWMERE HOSPITAL,Mixed service hospital,CH2 1BQ,544065.00,1230613.00,707701.00,44295.00,0.00,0.00,12485.00,12485.00,100.00,34958.00,6959.00,5.50,7965.00,4520.00,4.00,3.00,0.00,0.00,84.00,1.00,0.00,0.00,59.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,120000.00,230000.00,175000.00,127000.00,286896.00,1125617.00,4331959.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21689.00,32402.00,20829.00,3386.00,6.40,388.00,1.62,10972.00,11281.00,395.00,16.00,0.00,0.00,No,562538.00,24.86,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,509659.00,91.00,95.00,97.00,46353.00,8.00,75.00,90.00,6525.00,1.00,218361.00,46107.00,9.47,32676.00,80672.00,1. Full Service – Contracted,172774.00,4.20
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA34,LIMEWALK HOUSE,Mixed service hospital,SK10 3SZ,40376.00,104481.00,54203.00,2072.00,0.00,0.00,1060.00,1060.00,100.00,2968.00,1060.00,0.53,900.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60000.00,30000.00,2000.00,25512.00,86043.00,397262.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015.00,4450.00,1162.00,667.00,0.26,33.00,0.14,4749.00,27.00,11.00,1.00,0.00,0.00,No,68139.00,2.65,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,61291.00,90.00,95.00,97.00,6058.00,9.00,75.00,90.00,790.00,1.00,69160.00,14600.00,9.47,4506.00,11124.00,1. Full Service – Contracted,14669.00,0.36
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA35,ROSEMOUNT DAY CARE CENTRE (GREENWAYS) MACCLESFIELD,Learning Disabilities,SK11 8QA,90213.00,226803.00,154617.00,5777.00,0.00,0.00,2301.00,2301.00,100.00,6443.00,2088.00,1.49,1729.00,572.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,39.00,0.00,0.00,12.00,0.00,0.00,49.00,0.00,0.00,20000.00,85000.00,63000.00,24000.00,41892.00,229603.00,619967.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2951.00,9171.00,1749.00,702.00,0.43,72.00,0.30,6017.00,59.00,67.00,7.00,0.00,0.00,No,111817.00,3.63,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,97337.00,87.00,95.00,97.00,13183.00,12.00,75.00,90.00,1297.00,1.00,41496.00,8760.00,9.47,3559.00,8787.00,1. Full Service – Contracted,31842.00,0.77
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA53,PINE LODGE,Mixed service hospital,CH2 1AW,43175.00,108424.00,28258.00,3356.00,0.00,0.00,1100.00,1100.00,100.00,3080.00,735.00,0.67,980.00,120.00,0.00,71.00,0.00,0.00,0.00,14.00,0.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,5000.00,120000.00,0.00,8000.00,19778.00,79866.00,223714.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1160.00,1944.00,1063.00,525.00,0.13,34.00,0.14,2220.00,2219.00,15.00,1.00,0.00,0.00,No,48357.00,1.82,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,43826.00,91.00,95.00,97.00,3970.00,8.00,75.00,90.00,561.00,1.00,33647.00,7103.00,9.47,3390.00,8370.00,1. Full Service – Contracted,15222.00,0.37
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA54,CLATTERBRIDGE HOSPITAL (SPRINGVIEW),Mixed service hospital,CH63 4JY,293715.00,749802.00,420723.00,15248.00,0.00,0.00,7607.00,7607.00,100.00,21300.00,3850.00,0.85,5000.00,2607.00,0.00,22.00,10.00,0.00,49.00,14.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,170000.00,200000.00,0.00,174000.00,120940.00,505215.00,814337.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16336.00,7025.00,6376.00,3661.00,6.31,236.00,0.98,6903.00,7008.00,22.00,2.00,0.00,0.00,No,535941.00,21.67,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,477309.00,89.00,95.00,97.00,52415.00,10.00,75.00,90.00,6217.00,1.00,183926.00,38836.00,9.47,35462.00,87550.00,1. Full Service – Contracted,105270.00,2.56
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA55,ASHTON HOUSE,Mental Health and Learning Disabilities,CH43 5SR,98349.00,39000.00,104331.00,5848.00,0.00,0.00,2546.00,1978.00,100.00,7129.00,1998.00,0.65,1377.00,601.00,78.00,38.00,26.00,9.00,0.00,18.00,0.00,0.00,0.00,0.00,7.00,29.00,0.00,0.00,64.00,0.00,230000.00,309000.00,145000.00,334000.00,31912.00,169283.00,177215.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2471.00,8736.00,1415.00,1468.00,1.46,79.00,0.33,1876.00,1883.00,8.00,1.00,0.00,0.00,No,52178.00,1.90,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,27973.00,54.00,95.00,97.00,23600.00,45.00,75.00,90.00,605.00,1.00,20748.00,4380.00,9.47,2506.00,6186.00,1. Full Service – Contracted,35233.00,0.86
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA71,MACCLESFIELD MENTAL HEALTH VICTORIA ROAD (MILLBROOK),Mixed service hospital,SK10 3BL,152762.00,374260.00,23850.00,15155.00,0.00,0.00,3797.00,3797.00,100.00,10632.00,2697.00,1.14,3364.00,433.00,0.00,0.00,0.00,0.00,5.00,38.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,25000.00,100000.00,180000.00,100000.00,131000.00,119269.00,531830.00,1228410.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7595.00,7748.00,2540.00,5211.00,8.79,118.00,0.49,10863.00,97.00,1.00,1.00,0.00,0.00,No,488724.00,22.53,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,294663.00,93.00,95.00,97.00,18066.00,6.00,75.00,90.00,3670.00,1.00,244413.00,51596.00,9.47,31888.00,78725.00,1. Full Service – Contracted,52545.00,1.28
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA72,MARY DENDY UNIT (SOSS MOSS),Mixed service hospital,SK10 4UJ,205842.00,334537.00,134072.00,12571.00,0.00,0.00,3394.00,3394.00,100.00,9503.00,3121.00,8.50,3153.00,241.00,0.00,0.00,0.00,1.00,15.00,15.00,0.00,33.00,0.00,0.00,61.00,0.00,0.00,0.00,6.00,0.00,20000.00,115000.00,90000.00,23000.00,46198.00,288216.00,275574.00,0.00,0.00,0.00,0.00,8396.00,0.00,0.00,0.00,0.00,0.00,0.00,4966.00,10433.00,2277.00,818.00,0.52,105.00,0.44,3757.00,86.00,50.00,3.00,0.00,0.00,No,163224.00,6.74,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,154655.00,95.00,95.00,97.00,6676.00,4.00,75.00,90.00,1894.00,1.00,97170.00,20513.00,9.47,5288.00,13056.00,1. Full Service – Contracted,46968.00,1.14
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA89,EASTWAY HOUSE,Learning Disabilities,CH2 1UL,52577.00,123702.00,46547.00,2341.00,0.00,0.00,1255.00,1255.00,100.00,3514.00,1100.00,0.52,1100.00,155.00,0.00,0.00,0.00,0.00,6.00,4.00,0.00,0.00,68.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,162000.00,40000.00,6000.00,163000.00,44423.00,146700.00,833042.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1736.00,2910.00,1600.00,0.00,0.00,39.00,0.16,1479.00,1511.00,22.00,1.00,0.00,0.00,No,68908.00,2.36,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,64222.00,93.00,95.00,97.00,3886.00,6.00,75.00,90.00,799.00,1.00,34580.00,7300.00,9.47,3944.00,9737.00,1. Full Service – Contracted,17367.00,0.42
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,AGGRE,AGGREGATE SITE,Aggregate Site,BN21 2UD,497897.00,981890.00,1278677.00,238052.00,0.00,0.00,9895.00,9895.00,100.00,28083.00,5998.00,1.14,4506.00,5389.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,36.00,37.00,3.00,7.00,7.00,0.00,1.00,8782.00,168443.00,449173.00,318891.00,113742.00,130650.00,106750.00,1678659.00,0.00,0.00,0.00,0.00,488137.00,0.00,0.00,0.00,0.00,0.00,0.00,6336.00,12038.00,4815.00,0.00,0.00,18741.00,19.26,7349.00,175.00,473.00,37.00,0.00,0.00,No,434051.00,22.07,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,22676.00,81864.00,2. Full Service – In house,79486.00,6.17
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXC01,CONQUEST HOSPITAL,General acute hospital,TN37 7RD,3818773.00,6867536.00,6473770.00,1103859.00,129302.00,90.00,52158.00,52158.00,100.00,174855.00,34257.00,14.02,30224.00,21934.00,12.20,21.00,0.45,0.00,18.00,67.00,0.00,1.00,29.00,67.00,0.00,0.00,3.00,0.00,0.00,4511604.00,7102693.00,3907479.00,748787.00,11697444.00,1322188.00,287541.00,16389491.00,0.00,0.00,0.00,0.00,6958837.00,0.00,0.00,0.00,0.00,0.00,0.00,75286.00,145820.00,67360.00,1609.00,1.75,162338.00,334.39,74738.00,7974.00,981.00,49.00,1.30,0.12,No,2125874.00,87.30,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,531468.00,17.00,98.00,96.00,914125.00,39.00,95.00,96.00,573985.00,35.00,85.00,88.00,106293.00,9.00,1305932.00,437051.00,8.96,460815.00,1772368.00,2. Full Service – In house,848849.00,31.73
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXC02,EASTBOURNE DGH,General acute hospital,BN21 2UD,4372865.00,7617334.00,6870941.00,1608427.00,0.00,0.00,66086.00,66086.00,100.00,242161.00,37644.00,15.56,30598.00,35488.00,6.40,13.90,1.79,0.00,17.00,56.00,0.00,7.86,0.97,27.70,0.97,62.50,0.00,0.00,0.00,4287215.00,4249739.00,5587307.00,1286613.00,8727896.00,1410837.00,0.00,42304270.00,275237.00,0.00,0.00,0.00,2098838.00,0.00,34994734.00,22760280.00,7050694.00,471341.00,0.00,61629.00,175092.00,87957.00,1198.00,0.38,156336.00,330.75,76822.00,8171.00,1242.00,43.00,1.30,0.12,No,2479221.00,103.25,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,619805.00,15.00,98.00,98.00,1041273.00,38.00,95.00,99.00,694181.00,32.00,85.00,91.00,123961.00,16.00,1264211.00,415972.00,9.12,396878.00,1526455.00,2. Full Service – In house,685214.00,26.28
